תאריך,הגרלה,תלתן,יהלום,לב,עלה
22/10/2025,51798,10,9,K,7,
22/10/2025,51799,Q,Q,9,9,
22/10/2025,51800,9,9,Q,K,
22/10/2025,51801,A,A,A,Q,
22/10/2025,51802,A,9,Q,9,
23/10/2025,51803,7,K,K,K,
23/10/2025,51804,A,9,A,7,
23/10/2025,51805,9,Q,7,A,
23/10/2025,51806,J,A,7,Q,
23/10/2025,51807,7,8,7,10,
23/10/2025,51808,A,K,A,J,
23/10/2025,51809,7,7,K,Q,
24/10/2025,51810,7,Q,9,8,
24/10/2025,51811,10,A,7,7,
24/10/2025,51812,7,10,8,7,
25/10/2025,51813,Q,8,Q,A,
25/10/2025,51814,J,A,Q,8,
26/10/2025,51815,A,8,J,J,
26/10/2025,51816,10,8,K,8,
26/10/2025,51817,9,Q,K,K,
26/10/2025,51818,A,9,K,9,
26/10/2025,51819,8,10,J,A,
26/10/2025,51820,K,10,K,9,
26/10/2025,51821,J,A,9,A,
27/10/2025,51822,9,A,9,7,
27/10/2025,51823,9,Q,8,J,
27/10/2025,51824,A,10,J,7,
27/10/2025,51825,Q,Q,9,8,
27/10/2025,51826,7,Q,A,7,
27/10/2025,51827,K,K,A,K,
27/10/2025,51828,K,J,7,10,
28/10/2025,51829,J,10,9,J,
28/10/2025,51830,7,8,10,9,
28/10/2025,51831,J,Q,8,Q,
28/10/2025,51832,9,8,Q,10,
28/10/2025,51833,Q,A,7,A,
28/10/2025,51834,8,8,8,8,
28/10/2025,51835,8,Q,8,A,
29/10/2025,51836,Q,K,J,A,
29/10/2025,51837,9,9,7,9,
29/10/2025,51838,K,Q,A,8,
29/10/2025,51839,8,A,A,J,
29/10/2025,51840,10,K,9,10,
29/10/2025,51841,7,10,10,K,
29/10/2025,51842,9,9,K,9,
30/10/2025,51843,10,7,10,10,
30/10/2025,51844,7,A,8,7,
30/10/2025,51845,K,7,Q,7,
30/10/2025,51846,9,8,A,8,
30/10/2025,51847,7,7,9,K,
30/10/2025,51848,K,Q,A,J,
30/10/2025,51849,10,A,A,Q,
31/10/2025,51850,A,9,K,10,
31/10/2025,51851,A,7,A,J,
31/10/2025,51852,J,7,K,8,
01/11/2025,51853,Q,A,8,A,
01/11/2025,51854,7,8,A,7,
02/11/2025,51855,Q,Q,J,10,
02/11/2025,51856,7,K,A,A,
02/11/2025,51857,9,10,8,8,
02/11/2025,51858,Q,J,A,A,
02/11/2025,51859,7,8,A,10,
02/11/2025,51860,8,A,Q,J,
02/11/2025,51861,9,A,8,9,
03/11/2025,51862,J,J,8,Q,
03/11/2025,51863,9,Q,Q,10,
03/11/2025,51864,J,10,8,Q,
03/11/2025,51865,J,8,Q,K,
03/11/2025,51866,Q,10,J,8,
03/11/2025,51867,10,A,8,A,
03/11/2025,51868,J,Q,J,8,
04/11/2025,51869,8,A,7,K,
04/11/2025,51870,J,7,K,10,
04/11/2025,51871,10,Q,10,Q,
04/11/2025,51872,9,J,8,9,
04/11/2025,51873,7,10,9,10,
04/11/2025,51874,A,10,Q,10,
04/11/2025,51875,9,10,Q,J,
05/11/2025,51876,7,8,9,10,
05/11/2025,51877,7,9,8,K,
05/11/2025,51878,10,8,8,K,
05/11/2025,51879,K,10,8,Q,
05/11/2025,51880,7,K,A,10,
05/11/2025,51881,8,Q,9,9,
05/11/2025,51882,A,9,A,A,
06/11/2025,51883,K,J,8,Q,
06/11/2025,51884,7,9,10,J,
06/11/2025,51885,Q,10,J,A,
06/11/2025,51886,8,8,J,7,
06/11/2025,51887,7,7,A,8,
06/11/2025,51888,7,8,K,K,
06/11/2025,51889,J,8,A,8,
07/11/2025,51890,10,J,J,A,
07/11/2025,51891,Q,J,A,8,
07/11/2025,51892,K,10,A,8,
08/11/2025,51893,9,Q,A,J,
08/11/2025,51894,K,K,8,K,
09/11/2025,51895,10,A,10,8,
09/11/2025,51896,A,10,7,K,
09/11/2025,51897,10,7,7,Q,
09/11/2025,51898,A,8,8,J,
09/11/2025,51899,K,9,J,J,
09/11/2025,51900,K,7,10,J,
09/11/2025,51901,K,A,Q,J,
10/11/2025,51902,A,10,9,8,
10/11/2025,51903,7,A,Q,Q,
10/11/2025,51904,8,7,K,K,
10/11/2025,51905,7,7,K,10,
10/11/2025,51906,9,10,J,9,
10/11/2025,51907,Q,10,10,8,
10/11/2025,51908,K,9,J,J,
11/11/2025,51909,K,A,J,J,
11/11/2025,51910,7,8,K,A,
11/11/2025,51911,K,7,7,K,
11/11/2025,51912,J,7,Q,10,
11/11/2025,51913,Q,7,9,10,
11/11/2025,51914,10,10,10,A,
11/11/2025,51915,A,J,Q,K,
12/11/2025,51916,K,A,10,9,
12/11/2025,51917,9,Q,Q,8,
12/11/2025,51918,J,Q,A,10,
12/11/2025,51919,J,A,Q,Q,
12/11/2025,51920,9,7,9,A,
12/11/2025,51921,10,7,A,K,
12/11/2025,51922,10,A,10,A,
13/11/2025,51923,7,8,K,A,
13/11/2025,51924,9,Q,Q,8,
13/11/2025,51925,7,10,8,7,
13/11/2025,51926,Q,10,10,Q,
13/11/2025,51927,7,7,10,K,
13/11/2025,51928,Q,A,9,K,
13/11/2025,51929,A,8,J,9,
14/11/2025,51930,9,7,7,9,
14/11/2025,51931,7,7,J,10,
14/11/2025,51932,K,A,8,10,
15/11/2025,51933,10,10,K,10,
15/11/2025,51934,A,A,K,A,
16/11/2025,51935,J,9,K,A,
16/11/2025,51936,10,7,Q,9,
16/11/2025,51937,9,K,J,J,
16/11/2025,51938,9,9,8,10,
16/11/2025,51939,K,K,7,10,
16/11/2025,51940,K,9,10,K,
16/11/2025,51941,Q,9,K,J,
17/11/2025,51942,K,J,9,A,
17/11/2025,51943,K,A,K,10,
17/11/2025,51944,A,K,A,8,
17/11/2025,51945,7,7,J,J,
17/11/2025,51946,A,7,A,A,
17/11/2025,51947,8,8,J,A,
17/11/2025,51948,K,J,9,10,
18/11/2025,51949,K,Q,8,8,
18/11/2025,51950,10,7,10,9,
18/11/2025,51951,Q,8,9,J,
18/11/2025,51952,8,8,J,9,
18/11/2025,51953,8,10,8,Q,
18/11/2025,51954,10,J,8,A,
18/11/2025,51955,8,Q,10,10,
19/11/2025,51956,7,Q,J,A,
19/11/2025,51957,8,J,7,Q,
19/11/2025,51958,8,7,A,A,
19/11/2025,51959,A,7,Q,8,
19/11/2025,51960,Q,Q,Q,7,
19/11/2025,51961,8,K,10,7,
19/11/2025,51962,J,A,10,9,
20/11/2025,51963,9,8,8,9,
20/11/2025,51964,8,A,8,K,
20/11/2025,51965,A,J,A,8,
20/11/2025,51966,A,K,7,10,
20/11/2025,51967,K,10,Q,K,
20/11/2025,51968,J,9,8,9,
20/11/2025,51969,8,Q,K,7,
21/11/2025,51970,A,9,8,9,
21/11/2025,51971,K,K,A,10,
21/11/2025,51972,8,Q,9,A,
22/11/2025,51973,10,9,J,J,
22/11/2025,51974,K,J,A,9,
23/11/2025,51975,J,7,9,Q,
23/11/2025,51976,K,7,10,K,
23/11/2025,51977,A,9,7,K,
23/11/2025,51978,A,Q,9,J,
23/11/2025,51979,Q,10,10,10,
23/11/2025,51980,10,10,A,J,
23/11/2025,51981,K,A,9,K,
24/11/2025,51982,J,7,J,J,
24/11/2025,51983,7,9,10,7,
24/11/2025,51984,J,K,9,Q,
24/11/2025,51985,A,9,J,10,
24/11/2025,51986,9,Q,9,7,
24/11/2025,51987,7,7,8,Q,
24/11/2025,51988,Q,K,Q,J,
25/11/2025,51989,A,10,K,7,
25/11/2025,51990,10,J,A,9,
25/11/2025,51991,Q,9,8,10,
25/11/2025,51992,9,9,9,J,
25/11/2025,51993,J,9,J,Q,
25/11/2025,51994,9,K,A,A,
25/11/2025,51995,K,10,10,K,
26/11/2025,51996,Q,7,10,Q,
26/11/2025,51997,K,7,9,9,
26/11/2025,51998,7,K,A,9,
26/11/2025,51999,J,Q,8,9,
26/11/2025,52000,J,7,K,Q,
26/11/2025,52001,9,8,9,7,
26/11/2025,52002,9,8,10,J,
27/11/2025,52003,Q,10,A,J,
27/11/2025,52004,10,K,A,9,
27/11/2025,52005,K,10,7,10,
27/11/2025,52006,K,10,7,8,
27/11/2025,52007,9,K,K,J,
27/11/2025,52008,9,8,Q,7,
27/11/2025,52009,8,9,9,Q,
28/11/2025,52010,K,K,10,A,
28/11/2025,52011,Q,K,10,Q,
28/11/2025,52012,10,A,8,Q,
29/11/2025,52013,J,7,8,7,
29/11/2025,52014,K,K,8,A,
30/11/2025,52015,7,A,9,A,
30/11/2025,52016,10,10,J,K,
30/11/2025,52017,J,A,9,9,
30/11/2025,52018,8,A,Q,8,
30/11/2025,52019,9,K,9,9,
30/11/2025,52020,K,9,9,Q,
30/11/2025,52021,7,Q,Q,7,
01/12/2025,52022,K,7,A,J,
01/12/2025,52023,A,7,8,J,
01/12/2025,52024,9,J,7,A,
01/12/2025,52025,A,8,J,9,
01/12/2025,52026,K,K,10,7,
01/12/2025,52027,Q,K,J,7,
01/12/2025,52028,7,8,10,A,
02/12/2025,52029,9,7,8,7,
02/12/2025,52030,J,K,Q,A,
02/12/2025,52031,8,10,J,8,
02/12/2025,52032,J,Q,10,7,
02/12/2025,52033,10,A,10,8,
02/12/2025,52034,Q,7,K,Q,
02/12/2025,52035,Q,10,K,9,
03/12/2025,52036,K,7,A,8,
03/12/2025,52037,7,J,K,7,
03/12/2025,52038,8,8,10,K,
03/12/2025,52039,7,10,Q,A,
03/12/2025,52040,Q,A,8,9,
03/12/2025,52041,7,K,A,9,
03/12/2025,52042,Q,J,7,7,
04/12/2025,52043,J,9,K,Q,
04/12/2025,52044,K,10,9,K,
04/12/2025,52045,J,Q,J,8,
04/12/2025,52046,A,7,J,8,
04/12/2025,52047,7,K,10,10,
04/12/2025,52048,Q,K,9,7,
04/12/2025,52049,J,J,8,10,
05/12/2025,52050,Q,K,J,7,
05/12/2025,52051,9,A,10,K,
05/12/2025,52052,Q,8,8,8,
06/12/2025,52053,Q,8,J,A,
06/12/2025,52054,8,J,A,8,
07/12/2025,52055,K,9,10,K,
07/12/2025,52056,10,Q,A,J,
07/12/2025,52057,Q,J,9,9,
07/12/2025,52058,K,A,10,J,
07/12/2025,52059,Q,7,J,A,
07/12/2025,52060,K,10,J,8,
07/12/2025,52061,8,9,Q,Q,
08/12/2025,52062,8,9,J,J,
08/12/2025,52063,K,10,A,Q,
08/12/2025,52064,8,Q,K,10,
08/12/2025,52065,10,A,K,10,
08/12/2025,52066,A,A,10,8,
08/12/2025,52067,Q,J,K,10,
08/12/2025,52068,9,10,A,Q,
09/12/2025,52069,7,10,9,8,
09/12/2025,52070,8,9,A,7,
09/12/2025,52071,A,8,8,9,
09/12/2025,52072,K,K,Q,Q,
09/12/2025,52073,K,J,10,Q,
09/12/2025,52074,7,10,9,7,
09/12/2025,52075,J,K,10,A,
10/12/2025,52076,10,8,9,J,
10/12/2025,52077,10,K,K,7,
10/12/2025,52078,Q,K,J,Q,
10/12/2025,52079,10,7,7,10,
10/12/2025,52080,8,9,7,K,
