תאריך,הגרלה,תלתן,יהלום,לב,עלה
07/03/1999,5157,9,J,K,8,
07/03/1999,5158,J,10,10,A,
07/03/1999,5159,8,J,Q,A,
08/03/1999,5160,8,7,A,10,
08/03/1999,5161,8,10,7,Q,
08/03/1999,5162,K,9,9,9,
09/03/1999,5163,J,Q,8,A,
09/03/1999,5164,K,J,10,A,
09/03/1999,5165,J,Q,7,9,
09/03/1999,5166,A,K,A,J,
09/03/1999,5167,10,7,7,7,
09/03/1999,5168,8,10,8,J,
11/03/1999,5169,9,7,8,K,
11/03/1999,5170,10,J,K,7,
11/03/1999,5171,Q,A,Q,K,
11/03/1999,5172,10,Q,Q,J,
12/03/1999,5173,7,8,A,8,
12/03/1999,5174,7,10,Q,J,
14/03/1999,5175,J,A,7,7,
14/03/1999,5176,J,9,Q,Q,
14/03/1999,5177,10,J,9,7,
15/03/1999,5178,10,K,7,10,
15/03/1999,5179,8,J,Q,K,
15/03/1999,5180,J,K,8,A,
16/03/1999,5181,8,J,K,8,
16/03/1999,5182,7,Q,A,A,
16/03/1999,5183,8,8,Q,Q,
17/03/1999,5184,7,8,J,9,
17/03/1999,5185,A,K,9,A,
17/03/1999,5186,Q,Q,J,8,
18/03/1999,5187,J,A,Q,K,
18/03/1999,5188,K,A,7,J,
18/03/1999,5189,J,10,8,J,
18/03/1999,5190,Q,J,8,J,
19/03/1999,5191,8,J,9,A,
19/03/1999,5192,A,A,Q,9,
21/03/1999,5193,J,J,K,10,
21/03/1999,5194,9,K,8,8,
21/03/1999,5195,K,10,K,8,
22/03/1999,5196,7,7,8,9,
22/03/1999,5197,10,J,J,8,
22/03/1999,5198,A,8,K,10,
23/03/1999,5199,7,J,7,K,
23/03/1999,5200,Q,8,J,7,
23/03/1999,5201,A,9,7,7,
24/03/1999,5202,7,9,J,10,
24/03/1999,5203,8,10,Q,8,
24/03/1999,5204,10,A,Q,9,
25/03/1999,5205,7,J,7,K,
25/03/1999,5206,J,Q,9,J,
25/03/1999,5207,A,8,K,10,
25/03/1999,5208,9,A,8,Q,
26/03/1999,5209,7,9,7,K,
26/03/1999,5210,10,10,A,Q,
28/03/1999,5211,K,10,7,9,
28/03/1999,5212,9,J,8,Q,
28/03/1999,5213,8,K,K,10,
29/03/1999,5214,A,Q,K,7,
29/03/1999,5215,8,A,K,J,
29/03/1999,5216,7,10,J,9,
30/03/1999,5217,Q,9,8,Q,
30/03/1999,5218,7,J,Q,K,
30/03/1999,5219,8,7,10,A,
31/03/1999,5220,A,A,10,Q,
31/03/1999,5221,7,7,7,10,
02/04/1999,5222,9,7,Q,9,
02/04/1999,5223,10,J,8,Q,
04/04/1999,5224,J,8,7,8,
04/04/1999,5225,7,9,K,J,
04/04/1999,5226,9,7,K,10,
05/04/1999,5227,9,7,K,9,
05/04/1999,5228,10,8,J,8,
05/04/1999,5229,Q,K,Q,9,
06/04/1999,5230,10,J,Q,7,
06/04/1999,5231,9,9,Q,9,
08/04/1999,5232,10,8,Q,7,
08/04/1999,5233,9,10,9,9,
08/04/1999,5234,8,J,9,J,
08/04/1999,5235,Q,10,A,Q,
09/04/1999,5236,8,10,K,A,
09/04/1999,5237,K,8,9,7,
11/04/1999,5238,10,A,Q,K,
11/04/1999,5239,A,Q,8,J,
11/04/1999,5240,K,Q,10,8,
12/04/1999,5241,9,8,8,8,
12/04/1999,5242,8,J,K,Q,
12/04/1999,5243,J,9,9,J,
13/04/1999,5244,J,K,J,Q,
13/04/1999,5245,K,7,K,A,
13/04/1999,5246,8,10,8,Q,
14/04/1999,5247,9,9,9,8,
14/04/1999,5248,A,Q,Q,K,
14/04/1999,5249,K,10,10,9,
15/04/1999,5250,9,K,A,8,
15/04/1999,5251,7,8,8,9,
15/04/1999,5252,Q,J,9,A,
15/04/1999,5253,J,A,10,9,
16/04/1999,5254,J,9,Q,7,
16/04/1999,5255,10,A,9,8,
18/04/1999,5256,J,10,10,10,
18/04/1999,5257,10,J,10,Q,
18/04/1999,5258,A,A,8,10,
19/04/1999,5259,Q,J,9,J,
19/04/1999,5260,7,J,Q,J,
19/04/1999,5261,Q,7,J,9,
21/04/1999,5262,Q,10,8,9,
21/04/1999,5263,9,Q,7,9,
22/04/1999,5264,8,9,J,9,
22/04/1999,5265,A,A,K,Q,
22/04/1999,5266,10,10,J,8,
22/04/1999,5267,A,Q,Q,8,
23/04/1999,5268,10,9,J,8,
23/04/1999,5269,9,10,Q,8,
25/04/1999,5270,Q,K,9,10,
25/04/1999,5271,7,10,10,7,
25/04/1999,5272,9,8,9,7,
26/04/1999,5273,7,8,Q,Q,
26/04/1999,5274,8,Q,K,9,
26/04/1999,5275,K,K,7,9,
27/04/1999,5276,Q,Q,8,A,
27/04/1999,5277,8,J,Q,7,
27/04/1999,5278,K,K,10,A,
28/04/1999,5279,A,10,8,Q,
28/04/1999,5280,J,Q,8,9,
28/04/1999,5281,K,9,A,7,
29/04/1999,5282,8,9,9,7,
29/04/1999,5283,A,A,9,7,
29/04/1999,5284,A,Q,J,Q,
29/04/1999,5285,A,Q,K,7,
30/04/1999,5286,Q,10,7,A,
30/04/1999,5287,A,8,8,9,
02/05/1999,5288,J,K,7,10,
02/05/1999,5289,10,7,7,9,
02/05/1999,5290,10,9,K,9,
03/05/1999,5291,8,K,J,7,
03/05/1999,5292,Q,Q,9,9,
03/05/1999,5293,7,9,J,10,
04/05/1999,5294,8,8,10,8,
04/05/1999,5295,J,J,A,9,
04/05/1999,5296,K,A,Q,K,
05/05/1999,5297,10,Q,J,K,
05/05/1999,5298,Q,8,10,9,
05/05/1999,5299,7,A,K,K,
06/05/1999,5300,10,7,10,8,
06/05/1999,5301,7,8,7,8,
06/05/1999,5302,J,K,K,8,
06/05/1999,5303,10,A,K,K,
07/05/1999,5304,K,K,Q,10,
07/05/1999,5305,A,A,10,9,
09/05/1999,5306,10,J,8,Q,
09/05/1999,5307,7,J,K,10,
09/05/1999,5308,9,9,Q,K,
10/05/1999,5309,A,9,9,J,
10/05/1999,5310,10,A,Q,J,
10/05/1999,5311,Q,J,7,K,
11/05/1999,5312,K,9,8,A,
11/05/1999,5313,Q,J,10,7,
11/05/1999,5314,J,Q,10,J,
12/05/1999,5315,10,8,A,9,
12/05/1999,5316,7,A,J,K,
12/05/1999,5317,7,J,Q,9,
13/05/1999,5318,9,J,10,A,
13/05/1999,5319,8,7,9,9,
13/05/1999,5320,10,Q,A,J,
13/05/1999,5321,8,K,Q,Q,
14/05/1999,5322,8,8,7,A,
14/05/1999,5323,A,10,K,7,
16/05/1999,5324,7,10,7,8,
16/05/1999,5325,10,8,K,A,
16/05/1999,5326,7,10,10,K,
17/05/1999,5327,7,9,A,10,
17/05/1999,5328,7,10,8,9,
17/05/1999,5329,Q,Q,Q,Q,
18/05/1999,5330,8,J,J,A,
18/05/1999,5331,J,K,10,10,
18/05/1999,5332,7,9,K,10,
19/05/1999,5333,J,7,8,8,
19/05/1999,5334,7,8,A,7,
19/05/1999,5335,K,Q,Q,K,
20/05/1999,5336,9,8,8,10,
20/05/1999,5337,K,K,10,J,
23/05/1999,5338,8,7,J,10,
23/05/1999,5339,Q,9,10,A,
23/05/1999,5340,10,7,10,10,
24/05/1999,5341,K,10,9,8,
24/05/1999,5342,A,A,J,A,
24/05/1999,5343,8,9,8,9,
25/05/1999,5344,10,9,10,Q,
25/05/1999,5345,J,10,7,8,
25/05/1999,5346,9,J,Q,8,
26/05/1999,5347,A,K,10,J,
26/05/1999,5348,9,K,A,8,
26/05/1999,5349,9,J,A,8,
27/05/1999,5350,7,8,8,Q,
27/05/1999,5351,A,K,7,9,
27/05/1999,5352,A,Q,A,A,
27/05/1999,5353,Q,J,7,J,
28/05/1999,5354,Q,9,7,J,
28/05/1999,5355,A,J,Q,8,
30/05/1999,5356,J,7,J,8,
30/05/1999,5357,A,7,7,A,
30/05/1999,5358,8,Q,10,8,
31/05/1999,5359,A,A,K,Q,
31/05/1999,5360,A,Q,A,K,
31/05/1999,5361,8,10,8,K,
01/06/1999,5362,7,7,8,K,
01/06/1999,5363,7,10,J,A,
01/06/1999,5364,Q,A,A,J,
02/06/1999,5365,K,Q,9,8,
02/06/1999,5366,J,Q,J,A,
02/06/1999,5367,K,9,J,10,
03/06/1999,5368,A,Q,10,9,
03/06/1999,5369,7,7,7,A,
03/06/1999,5370,A,A,7,10,
03/06/1999,5371,J,K,10,J,
04/06/1999,5372,A,Q,K,9,
04/06/1999,5373,9,8,8,K,
06/06/1999,5374,Q,J,A,8,
06/06/1999,5375,9,K,K,A,
06/06/1999,5376,8,A,J,J,
07/06/1999,5377,8,9,10,9,
07/06/1999,5378,7,7,K,7,
07/06/1999,5379,K,10,7,A,
08/06/1999,5380,10,A,K,J,
08/06/1999,5381,9,9,Q,K,
08/06/1999,5382,Q,K,8,J,
09/06/1999,5383,Q,8,10,K,
09/06/1999,5384,K,K,Q,J,
09/06/1999,5385,9,A,A,9,
10/06/1999,5386,A,9,A,10,
10/06/1999,5387,9,7,7,Q,
10/06/1999,5388,7,J,K,A,
10/06/1999,5389,A,J,9,8,
11/06/1999,5390,A,J,Q,7,
11/06/1999,5391,8,9,K,7,
13/06/1999,5392,8,10,9,J,
13/06/1999,5393,7,A,K,K,
13/06/1999,5394,8,J,J,Q,
14/06/1999,5395,Q,A,A,10,
14/06/1999,5396,J,A,7,9,
14/06/1999,5397,A,K,8,A,
15/06/1999,5398,J,10,10,Q,
15/06/1999,5399,A,K,Q,9,
15/06/1999,5400,7,7,8,8,
16/06/1999,5401,K,J,9,A,
16/06/1999,5402,7,9,J,J,
16/06/1999,5403,7,9,A,10,
17/06/1999,5404,A,K,7,A,
17/06/1999,5405,Q,A,K,K,
17/06/1999,5406,A,9,10,8,
17/06/1999,5407,A,J,7,7,
18/06/1999,5408,A,Q,K,J,
18/06/1999,5409,K,J,K,7,
20/06/1999,5410,9,J,10,9,
20/06/1999,5411,K,A,Q,8,
20/06/1999,5412,9,K,Q,8,
21/06/1999,5413,K,7,J,8,
21/06/1999,5414,J,A,K,A,
21/06/1999,5415,A,7,10,Q,
22/06/1999,5416,Q,J,7,Q,
22/06/1999,5417,10,8,Q,10,
22/06/1999,5418,9,10,Q,Q,
23/06/1999,5419,J,J,Q,A,
23/06/1999,5420,8,7,9,7,
23/06/1999,5421,A,J,J,7,
24/06/1999,5422,8,8,9,Q,
24/06/1999,5423,J,K,Q,10,
24/06/1999,5424,8,K,10,8,
24/06/1999,5425,J,K,7,7,
25/06/1999,5426,K,J,9,A,
25/06/1999,5427,J,K,7,7,
27/06/1999,5428,J,7,7,A,
27/06/1999,5429,J,7,A,10,
27/06/1999,5430,10,9,9,A,
28/06/1999,5431,7,Q,10,J,
28/06/1999,5432,J,Q,Q,Q,
28/06/1999,5433,10,K,8,7,
29/06/1999,5434,K,10,9,7,
29/06/1999,5435,9,J,9,Q,
29/06/1999,5436,7,K,K,K,
30/06/1999,5437,7,Q,A,J,
30/06/1999,5438,9,10,A,9,
30/06/1999,5439,9,Q,J,J,
01/07/1999,5440,8,7,8,8,
01/07/1999,5441,J,10,J,J,
01/07/1999,5442,7,7,J,7,
01/07/1999,5443,J,A,8,9,
02/07/1999,5444,Q,Q,7,10,
02/07/1999,5445,J,10,8,Q,
04/07/1999,5446,9,J,K,7,
04/07/1999,5447,J,A,7,A,
04/07/1999,5448,7,9,Q,A,
05/07/1999,5449,K,10,10,A,
05/07/1999,5450,9,9,7,7,
05/07/1999,5451,10,7,J,9,
06/07/1999,5452,7,Q,J,7,
06/07/1999,5453,8,9,Q,J,
06/07/1999,5454,K,K,8,9,
07/07/1999,5455,8,A,Q,9,
07/07/1999,5456,8,K,7,9,
07/07/1999,5457,10,K,10,9,
08/07/1999,5458,7,Q,8,8,
08/07/1999,5459,A,J,K,8,
08/07/1999,5460,10,K,8,A,
08/07/1999,5461,9,A,A,J,
09/07/1999,5462,J,7,Q,K,
09/07/1999,5463,7,A,8,10,
11/07/1999,5464,10,10,A,A,
11/07/1999,5465,J,Q,9,J,
11/07/1999,5466,A,10,8,J,
12/07/1999,5467,10,7,7,8,
12/07/1999,5468,10,Q,K,8,
12/07/1999,5469,J,J,Q,8,
13/07/1999,5470,Q,10,10,Q,
13/07/1999,5471,K,A,8,A,
13/07/1999,5472,10,K,Q,8,
14/07/1999,5473,J,8,Q,7,
14/07/1999,5474,K,7,9,9,
14/07/1999,5475,J,A,7,A,
15/07/1999,5476,J,A,Q,9,
15/07/1999,5477,9,J,J,7,
15/07/1999,5478,7,8,J,9,
15/07/1999,5479,A,Q,10,8,
16/07/1999,5480,9,J,10,7,
16/07/1999,5481,10,K,A,8,
18/07/1999,5482,K,Q,8,9,
18/07/1999,5483,9,A,A,Q,
18/07/1999,5484,Q,A,10,7,
19/07/1999,5485,8,A,A,Q,
19/07/1999,5486,Q,A,8,9,
19/07/1999,5487,Q,7,A,7,
20/07/1999,5488,K,Q,8,K,
20/07/1999,5489,Q,Q,9,Q,
20/07/1999,5490,A,9,J,8,
21/07/1999,5491,8,9,Q,J,
21/07/1999,5492,8,K,Q,8,
21/07/1999,5493,9,J,8,9,
22/07/1999,5494,10,8,7,9,
22/07/1999,5495,J,Q,8,A,
22/07/1999,5496,A,A,K,Q,
22/07/1999,5497,K,J,Q,8,
23/07/1999,5498,8,J,7,K,
23/07/1999,5499,J,8,K,A,
25/07/1999,5500,10,K,10,9,
25/07/1999,5501,8,Q,A,7,
25/07/1999,5502,10,K,A,K,
26/07/1999,5503,Q,K,K,J,
26/07/1999,5504,K,J,Q,A,
26/07/1999,5505,J,10,9,7,
27/07/1999,5506,Q,7,8,9,
27/07/1999,5507,A,7,K,10,
27/07/1999,5508,9,A,10,J,
28/07/1999,5509,7,8,A,J,
28/07/1999,5510,K,9,9,10,
28/07/1999,5511,K,K,A,9,
29/07/1999,5512,Q,J,8,Q,
29/07/1999,5513,8,9,7,Q,
29/07/1999,5514,Q,7,A,9,
29/07/1999,5515,K,9,J,A,
30/07/1999,5516,A,Q,9,J,
30/07/1999,5517,Q,K,J,A,
01/08/1999,5518,K,J,J,Q,
01/08/1999,5519,8,A,10,K,
01/08/1999,5520,Q,J,J,9,
02/08/1999,5521,8,J,Q,A,
02/08/1999,5522,9,9,K,7,
02/08/1999,5523,10,J,7,10,
03/08/1999,5524,9,9,10,8,
03/08/1999,5525,9,10,J,8,
03/08/1999,5526,K,K,9,J,
04/08/1999,5527,K,9,7,J,
04/08/1999,5528,J,A,A,10,
04/08/1999,5529,Q,10,10,7,
05/08/1999,5530,9,K,7,K,
05/08/1999,5531,9,A,7,9,
05/08/1999,5532,J,Q,9,9,
05/08/1999,5533,7,J,J,9,
06/08/1999,5534,Q,K,Q,A,
06/08/1999,5535,J,9,Q,7,
08/08/1999,5536,9,9,Q,10,
08/08/1999,5537,10,10,Q,Q,
08/08/1999,5538,8,J,J,K,
09/08/1999,5539,10,A,Q,10,
09/08/1999,5540,Q,9,8,8,
09/08/1999,5541,A,Q,7,J,
10/08/1999,5542,7,8,7,9,
10/08/1999,5543,J,7,9,J,
10/08/1999,5544,9,K,9,9,
11/08/1999,5545,8,J,7,J,
11/08/1999,5546,J,10,J,K,
11/08/1999,5547,A,K,Q,A,
12/08/1999,5548,A,8,K,J,
12/08/1999,5549,K,10,A,K,
12/08/1999,5550,8,A,7,7,
12/08/1999,5551,7,A,K,A,
13/08/1999,5552,K,K,7,K,
13/08/1999,5553,7,7,10,K,
15/08/1999,5554,7,10,J,7,
15/08/1999,5555,9,J,Q,8,
15/08/1999,5556,8,10,9,8,
16/08/1999,5557,8,9,K,9,
16/08/1999,5558,K,A,9,10,
16/08/1999,5559,J,9,K,10,
17/08/1999,5560,Q,10,A,A,
17/08/1999,5561,8,7,K,10,
17/08/1999,5562,9,8,J,7,
18/08/1999,5563,10,Q,9,K,
18/08/1999,5564,8,A,9,9,
18/08/1999,5565,Q,8,A,8,
19/08/1999,5566,Q,Q,K,7,
19/08/1999,5567,9,A,8,K,
19/08/1999,5568,7,10,10,A,
19/08/1999,5569,9,Q,9,7,
20/08/1999,5570,J,Q,A,9,
20/08/1999,5571,8,J,A,J,
22/08/1999,5572,9,9,K,9,
22/08/1999,5573,9,8,8,J,
22/08/1999,5574,A,9,10,7,
23/08/1999,5575,10,K,A,8,
23/08/1999,5576,7,Q,7,Q,
23/08/1999,5577,A,K,A,8,
24/08/1999,5578,A,J,10,A,
24/08/1999,5579,7,9,7,Q,
24/08/1999,5580,A,8,J,K,
29/08/1999,5581,10,10,8,7,
29/08/1999,5582,7,J,K,10,
30/08/1999,5583,A,J,A,7,
30/08/1999,5584,J,8,J,K,
30/08/1999,5585,9,10,J,8,
31/08/1999,5586,7,A,J,Q,
31/08/1999,5587,J,9,7,K,
31/08/1999,5588,Q,7,Q,A,
01/09/1999,5589,9,A,7,7,
01/09/1999,5590,J,7,10,J,
01/09/1999,5591,10,Q,8,A,
02/09/1999,5592,A,A,A,8,
02/09/1999,5593,10,8,K,J,
02/09/1999,5594,J,9,A,J,
02/09/1999,5595,7,7,A,A,
03/09/1999,5596,J,K,J,9,
03/09/1999,5597,J,K,8,J,
05/09/1999,5598,K,A,8,8,
05/09/1999,5599,Q,10,Q,Q,
05/09/1999,5600,Q,Q,K,10,
06/09/1999,5601,8,8,Q,A,
06/09/1999,5602,7,A,9,J,
06/09/1999,5603,9,K,Q,8,
07/09/1999,5604,10,Q,10,10,
07/09/1999,5605,A,Q,10,K,
07/09/1999,5606,7,9,K,10,
08/09/1999,5607,8,J,7,9,
08/09/1999,5608,A,9,A,9,
08/09/1999,5609,K,J,7,10,
09/09/1999,5610,7,7,K,8,
09/09/1999,5611,Q,Q,9,8,
09/09/1999,5612,8,9,7,7,
09/09/1999,5613,10,10,7,8,
10/09/1999,5614,A,Q,8,Q,
10/09/1999,5615,Q,10,J,K,
13/09/1999,5616,10,10,Q,Q,
13/09/1999,5617,J,8,J,7,
13/09/1999,5618,Q,10,K,K,
14/09/1999,5619,7,Q,Q,A,
14/09/1999,5620,A,Q,7,9,
14/09/1999,5621,10,9,10,10,
15/09/1999,5622,8,8,A,10,
15/09/1999,5623,8,10,J,A,
15/09/1999,5624,K,9,Q,10,
16/09/1999,5625,J,10,10,7,
16/09/1999,5626,J,K,J,8,
16/09/1999,5627,8,9,7,A,
16/09/1999,5628,A,J,K,8,
17/09/1999,5629,J,9,A,A,
17/09/1999,5630,A,K,K,K,
19/09/1999,5631,J,Q,J,Q,
21/09/1999,5632,J,K,7,10,
21/09/1999,5633,K,7,A,Q,
21/09/1999,5634,8,K,K,7,
22/09/1999,5635,K,K,8,8,
22/09/1999,5636,K,7,K,8,
22/09/1999,5637,K,8,8,J,
23/09/1999,5638,K,9,7,10,
23/09/1999,5639,7,7,8,Q,
23/09/1999,5640,K,7,A,A,
23/09/1999,5641,9,9,7,10,
24/09/1999,5642,8,7,10,Q,
24/09/1999,5643,8,8,10,8,
26/09/1999,5644,K,7,Q,A,
26/09/1999,5645,J,9,8,8,
26/09/1999,5646,J,K,Q,8,
27/09/1999,5647,7,J,7,10,
27/09/1999,5648,9,9,7,Q,
27/09/1999,5649,J,A,8,K,
28/09/1999,5650,7,9,Q,K,
28/09/1999,5651,10,10,10,A,
28/09/1999,5652,J,A,J,9,
29/09/1999,5653,8,8,7,9,
29/09/1999,5654,10,7,A,8,
29/09/1999,5655,7,9,K,7,
30/09/1999,5656,Q,8,7,A,
30/09/1999,5657,J,Q,7,10,
30/09/1999,5658,J,K,9,A,
30/09/1999,5659,J,A,9,7,
01/10/1999,5660,9,A,10,A,
01/10/1999,5661,10,8,7,10,
03/10/1999,5662,J,9,9,10,
03/10/1999,5663,Q,K,J,Q,
03/10/1999,5664,7,7,9,K,
04/10/1999,5665,7,Q,J,Q,
04/10/1999,5666,K,9,10,9,
04/10/1999,5667,10,7,Q,K,
05/10/1999,5668,A,7,K,8,
05/10/1999,5669,K,8,7,K,
05/10/1999,5670,7,Q,10,7,
06/10/1999,5671,Q,Q,J,J,
06/10/1999,5672,8,J,J,9,
06/10/1999,5673,8,A,A,10,
07/10/1999,5674,A,9,J,8,
07/10/1999,5675,9,A,9,K,
07/10/1999,5676,J,J,9,J,
07/10/1999,5677,7,A,J,K,
08/10/1999,5678,8,9,7,A,
08/10/1999,5679,A,10,J,K,
10/10/1999,5680,A,10,7,10,
10/10/1999,5681,Q,10,A,A,
10/10/1999,5682,K,K,A,7,
11/10/1999,5683,10,Q,10,8,
11/10/1999,5684,8,J,J,A,
11/10/1999,5685,A,9,8,Q,
12/10/1999,5686,K,9,A,9,
12/10/1999,5687,J,9,K,7,
12/10/1999,5688,K,10,K,J,
13/10/1999,5689,A,K,8,K,
13/10/1999,5690,7,10,J,A,
13/10/1999,5691,J,10,7,8,
14/10/1999,5692,8,10,K,K,
14/10/1999,5693,10,9,10,K,
14/10/1999,5694,9,Q,A,10,
14/10/1999,5695,7,A,8,J,
15/10/1999,5696,Q,J,A,J,
15/10/1999,5697,K,J,A,10,
17/10/1999,5698,K,A,K,A,
17/10/1999,5699,8,9,K,9,
17/10/1999,5700,A,7,Q,7,
18/10/1999,5701,9,K,Q,A,
18/10/1999,5702,J,9,K,10,
18/10/1999,5703,A,J,8,9,
19/10/1999,5704,10,10,10,10,
19/10/1999,5705,Q,A,7,Q,
19/10/1999,5706,J,7,K,8,
20/10/1999,5707,A,K,A,Q,
20/10/1999,5708,J,8,J,J,
20/10/1999,5709,9,7,J,8,
21/10/1999,5710,9,J,K,9,
21/10/1999,5711,9,A,A,8,
21/10/1999,5712,J,A,9,Q,
21/10/1999,5713,Q,J,7,K,
22/10/1999,5714,K,10,J,K,
22/10/1999,5715,9,K,10,J,
24/10/1999,5716,Q,10,8,A,
24/10/1999,5717,10,8,Q,Q,
24/10/1999,5718,J,J,8,Q,
25/10/1999,5719,9,K,Q,A,
25/10/1999,5720,8,Q,10,9,
25/10/1999,5721,K,9,10,K,
26/10/1999,5722,Q,10,A,J,
26/10/1999,5723,10,8,K,9,
26/10/1999,5724,10,K,10,10,
27/10/1999,5725,Q,8,10,K,
27/10/1999,5726,9,K,7,8,
27/10/1999,5727,J,J,J,Q,
28/10/1999,5728,A,J,K,7,
28/10/1999,5729,9,Q,8,J,
28/10/1999,5730,9,K,8,8,
28/10/1999,5731,7,Q,K,7,
29/10/1999,5732,7,Q,7,A,
29/10/1999,5733,8,9,A,A,
31/10/1999,5734,9,A,J,Q,
31/10/1999,5735,K,8,9,A,
31/10/1999,5736,10,K,K,J,
01/11/1999,5737,A,K,9,A,
01/11/1999,5738,10,K,10,7,
01/11/1999,5739,J,9,7,8,
02/11/1999,5740,8,10,8,A,
02/11/1999,5741,10,K,7,K,
02/11/1999,5742,7,9,Q,K,
03/11/1999,5743,9,K,9,J,
03/11/1999,5744,J,7,7,J,
03/11/1999,5745,10,7,10,8,
04/11/1999,5746,8,A,A,K,
04/11/1999,5747,Q,7,K,8,
04/11/1999,5748,K,7,J,9,
04/11/1999,5749,9,Q,7,J,
05/11/1999,5750,A,J,Q,Q,
05/11/1999,5751,10,10,K,10,
07/11/1999,5752,A,K,10,A,
07/11/1999,5753,10,10,9,J,
07/11/1999,5754,Q,K,A,10,
08/11/1999,5755,10,8,Q,A,
08/11/1999,5756,10,Q,8,K,
08/11/1999,5757,10,8,9,10,
09/11/1999,5758,10,9,10,9,
09/11/1999,5759,10,J,7,A,
09/11/1999,5760,A,J,J,8,
10/11/1999,5761,A,K,K,10,
10/11/1999,5762,10,J,A,9,
10/11/1999,5763,J,9,J,10,
11/11/1999,5764,8,Q,9,Q,
11/11/1999,5765,J,10,A,7,
11/11/1999,5766,K,Q,8,10,
11/11/1999,5767,A,A,J,10,
12/11/1999,5768,K,J,K,Q,
12/11/1999,5769,J,8,A,10,
14/11/1999,5770,7,A,9,A,
14/11/1999,5771,7,8,8,A,
14/11/1999,5772,8,8,Q,Q,
15/11/1999,5773,A,8,J,A,
15/11/1999,5774,J,J,9,9,
15/11/1999,5775,K,J,9,9,
16/11/1999,5776,K,9,10,Q,
16/11/1999,5777,10,10,K,8,
16/11/1999,5778,10,10,7,J,
17/11/1999,5779,10,A,A,K,
17/11/1999,5780,A,9,7,9,
17/11/1999,5781,A,K,7,A,
18/11/1999,5782,Q,J,J,8,
18/11/1999,5783,J,10,10,K,
18/11/1999,5784,A,K,Q,A,
18/11/1999,5785,8,J,7,10,
19/11/1999,5786,K,8,8,Q,
19/11/1999,5787,9,A,9,K,
21/11/1999,5788,Q,7,8,J,
21/11/1999,5789,J,K,10,9,
21/11/1999,5790,Q,9,K,K,
22/11/1999,5791,K,8,10,K,
22/11/1999,5792,10,9,9,7,
22/11/1999,5793,Q,8,A,8,
23/11/1999,5794,7,Q,9,7,
23/11/1999,5795,8,7,7,A,
23/11/1999,5796,10,Q,10,9,
24/11/1999,5797,9,Q,Q,A,
24/11/1999,5798,9,8,8,K,
24/11/1999,5799,9,9,9,7,
25/11/1999,5800,10,J,9,10,
25/11/1999,5801,8,J,A,J,
25/11/1999,5802,10,J,9,A,
25/11/1999,5803,K,8,A,9,
26/11/1999,5804,A,K,J,8,
26/11/1999,5805,Q,10,Q,Q,
28/11/1999,5806,7,10,J,9,
28/11/1999,5807,9,Q,A,K,
28/11/1999,5808,10,Q,7,10,
29/11/1999,5809,K,8,K,8,
29/11/1999,5810,Q,Q,9,J,
29/11/1999,5811,8,J,K,8,
30/11/1999,5812,Q,9,10,8,
30/11/1999,5813,9,J,7,A,
30/11/1999,5814,9,J,7,7,
01/12/1999,5815,7,9,8,A,
01/12/1999,5816,A,Q,10,A,
01/12/1999,5817,Q,10,9,Q,
02/12/1999,5818,8,K,7,J,
02/12/1999,5819,8,K,9,A,
02/12/1999,5820,A,10,A,A,
02/12/1999,5821,A,J,7,Q,
03/12/1999,5822,K,7,9,9,
03/12/1999,5823,8,7,8,10,
05/12/1999,5824,K,A,A,A,
05/12/1999,5825,9,Q,10,8,
05/12/1999,5826,K,9,J,7,
06/12/1999,5827,J,9,A,A,
06/12/1999,5828,8,8,8,K,
06/12/1999,5829,K,9,J,8,
07/12/1999,5830,K,J,7,J,
07/12/1999,5831,8,10,10,K,
07/12/1999,5832,J,A,J,7,
08/12/1999,5833,K,10,8,A,
08/12/1999,5834,9,A,J,K,
08/12/1999,5835,8,A,9,10,
09/12/1999,5836,K,A,A,8,
09/12/1999,5837,7,9,Q,J,
09/12/1999,5838,J,J,9,K,
09/12/1999,5839,K,J,9,J,
10/12/1999,5840,8,8,9,J,
10/12/1999,5841,J,10,7,9,
12/12/1999,5842,8,K,7,9,
12/12/1999,5843,K,Q,J,9,
12/12/1999,5844,8,8,K,7,
13/12/1999,5845,8,8,7,9,
13/12/1999,5846,10,J,K,8,
13/12/1999,5847,10,K,A,J,
14/12/1999,5848,A,A,A,7,
14/12/1999,5849,A,A,9,J,
14/12/1999,5850,7,K,9,A,
15/12/1999,5851,8,J,J,9,
15/12/1999,5852,K,Q,K,7,
15/12/1999,5853,J,10,10,10,
16/12/1999,5854,10,A,J,A,
16/12/1999,5855,10,10,8,8,
16/12/1999,5856,J,9,Q,A,
16/12/1999,5857,K,8,7,10,
17/12/1999,5858,J,7,9,J,
17/12/1999,5859,J,9,J,K,
19/12/1999,5860,Q,Q,K,A,
19/12/1999,5861,9,A,8,A,
19/12/1999,5862,10,Q,9,9,
20/12/1999,5863,7,9,8,K,
20/12/1999,5864,Q,K,9,8,
20/12/1999,5865,9,8,K,A,
21/12/1999,5866,K,J,9,9,
21/12/1999,5867,7,7,J,K,
21/12/1999,5868,K,9,10,7,
22/12/1999,5869,K,8,9,J,
22/12/1999,5870,K,10,A,A,
22/12/1999,5871,9,7,A,A,
23/12/1999,5872,K,7,A,7,
23/12/1999,5873,Q,K,9,10,
23/12/1999,5874,K,8,8,7,
