תאריך,הגרלה,תלתן,יהלום,לב,עלה
24/07/2006,14776,9,8,Q,8,
24/07/2006,14777,K,K,9,8,
24/07/2006,14778,9,K,8,10,
25/07/2006,14779,J,9,9,A,
25/07/2006,14780,Q,8,9,8,
25/07/2006,14781,Q,10,9,7,
25/07/2006,14782,Q,A,10,8,
25/07/2006,14783,7,J,8,J,
25/07/2006,14784,Q,7,Q,J,
26/07/2006,14785,A,8,A,J,
26/07/2006,14786,10,7,K,9,
26/07/2006,14787,Q,10,Q,J,
26/07/2006,14788,7,7,10,8,
26/07/2006,14789,J,8,9,7,
26/07/2006,14790,9,10,J,8,
27/07/2006,14791,K,10,J,9,
27/07/2006,14792,J,Q,A,9,
27/07/2006,14793,8,10,7,7,
27/07/2006,14794,Q,10,10,J,
27/07/2006,14795,10,7,K,A,
27/07/2006,14796,10,A,K,Q,
28/07/2006,14797,9,10,8,K,
28/07/2006,14798,7,8,10,7,
28/07/2006,14799,K,7,K,10,
29/07/2006,14800,10,J,9,8,
29/07/2006,14801,A,J,A,A,
30/07/2006,14802,8,Q,7,8,
30/07/2006,14803,K,7,J,Q,
30/07/2006,14804,8,K,J,J,
30/07/2006,14805,7,A,10,8,
30/07/2006,14806,Q,10,J,8,
30/07/2006,14807,K,J,K,10,
31/07/2006,14808,A,A,Q,10,
31/07/2006,14809,J,9,9,9,
31/07/2006,14810,J,9,9,9,
31/07/2006,14811,7,K,A,J,
31/07/2006,14812,A,J,7,9,
31/07/2006,14813,J,10,K,A,
01/08/2006,14814,9,J,K,8,
01/08/2006,14815,Q,8,9,Q,
01/08/2006,14816,K,7,9,9,
01/08/2006,14817,8,J,7,A,
01/08/2006,14818,K,10,8,A,
01/08/2006,14819,9,K,A,A,
02/08/2006,14820,10,K,J,Q,
02/08/2006,14821,10,8,J,8,
02/08/2006,14822,K,7,K,10,
02/08/2006,14823,Q,10,J,10,
02/08/2006,14824,J,8,Q,Q,
03/08/2006,14825,J,Q,8,7,
03/08/2006,14826,8,K,7,8,
03/08/2006,14827,10,A,8,A,
03/08/2006,14828,10,K,K,8,
03/08/2006,14829,Q,Q,Q,9,
03/08/2006,14830,Q,K,7,A,
04/08/2006,14831,9,8,9,9,
04/08/2006,14832,9,9,K,J,
04/08/2006,14833,9,A,7,J,
05/08/2006,14834,A,J,A,J,
05/08/2006,14835,7,9,Q,K,
06/08/2006,14836,A,Q,8,9,
06/08/2006,14837,A,K,K,7,
06/08/2006,14838,J,J,7,7,
06/08/2006,14839,J,8,8,A,
06/08/2006,14840,8,8,A,7,
06/08/2006,14841,8,Q,J,8,
07/08/2006,14842,7,10,9,J,
07/08/2006,14843,7,10,K,Q,
07/08/2006,14844,10,Q,J,10,
07/08/2006,14845,10,A,8,K,
07/08/2006,14846,A,8,K,10,
07/08/2006,14847,7,J,J,J,
08/08/2006,14848,10,7,8,J,
08/08/2006,14849,A,K,10,9,
08/08/2006,14850,A,K,Q,9,
08/08/2006,14851,Q,K,Q,J,
08/08/2006,14852,7,7,Q,A,
08/08/2006,14853,A,Q,Q,A,
09/08/2006,14854,9,9,9,8,
09/08/2006,14855,K,8,7,9,
09/08/2006,14856,A,K,9,7,
09/08/2006,14857,A,K,A,Q,
09/08/2006,14858,9,8,A,K,
09/08/2006,14859,10,K,A,9,
10/08/2006,14860,8,J,K,Q,
10/08/2006,14861,9,Q,J,J,
10/08/2006,14862,7,10,J,9,
10/08/2006,14863,7,10,7,10,
10/08/2006,14864,7,10,J,8,
10/08/2006,14865,10,Q,K,9,
11/08/2006,14866,8,A,7,7,
11/08/2006,14867,9,9,10,J,
11/08/2006,14868,A,7,10,10,
12/08/2006,14869,7,7,Q,J,
12/08/2006,14870,8,Q,J,Q,
13/08/2006,14871,8,K,J,9,
13/08/2006,14872,8,7,K,8,
13/08/2006,14873,8,Q,Q,7,
13/08/2006,14874,10,7,Q,8,
13/08/2006,14875,J,Q,J,Q,
13/08/2006,14876,9,A,9,10,
14/08/2006,14877,9,10,A,Q,
14/08/2006,14878,7,7,9,Q,
14/08/2006,14879,K,A,A,9,
14/08/2006,14880,J,Q,9,Q,
14/08/2006,14881,Q,Q,A,K,
14/08/2006,14882,Q,8,10,7,
15/08/2006,14883,A,9,A,10,
15/08/2006,14884,J,A,8,J,
15/08/2006,14885,K,Q,Q,Q,
15/08/2006,14886,K,8,7,J,
15/08/2006,14887,8,K,7,J,
15/08/2006,14888,10,9,10,9,
16/08/2006,14889,9,A,10,10,
16/08/2006,14890,Q,J,9,8,
16/08/2006,14891,9,8,7,A,
16/08/2006,14892,Q,A,K,9,
16/08/2006,14893,7,9,A,7,
16/08/2006,14894,K,8,J,Q,
17/08/2006,14895,A,Q,A,10,
17/08/2006,14896,Q,J,10,K,
17/08/2006,14897,9,8,10,10,
17/08/2006,14898,A,A,A,7,
17/08/2006,14899,A,K,J,K,
17/08/2006,14900,10,9,7,Q,
18/08/2006,14901,7,J,J,J,
18/08/2006,14902,10,Q,7,J,
18/08/2006,14903,K,K,Q,K,
19/08/2006,14904,Q,A,K,A,
19/08/2006,14905,8,K,10,7,
20/08/2006,14906,Q,A,K,9,
20/08/2006,14907,10,10,7,7,
20/08/2006,14908,J,8,8,10,
20/08/2006,14909,7,7,10,7,
20/08/2006,14910,7,10,9,J,
20/08/2006,14911,9,10,K,9,
21/08/2006,14912,7,A,9,J,
21/08/2006,14913,K,K,9,10,
21/08/2006,14914,10,7,8,7,
21/08/2006,14915,Q,K,K,Q,
21/08/2006,14916,J,9,10,A,
21/08/2006,14917,8,K,Q,8,
22/08/2006,14918,7,9,K,J,
22/08/2006,14919,7,7,10,K,
22/08/2006,14920,8,10,8,10,
22/08/2006,14921,7,8,8,10,
22/08/2006,14922,A,7,8,10,
22/08/2006,14923,7,10,9,K,
23/08/2006,14924,Q,A,8,Q,
23/08/2006,14925,J,10,9,J,
23/08/2006,14926,8,10,J,J,
23/08/2006,14927,10,9,A,7,
23/08/2006,14928,K,10,7,K,
23/08/2006,14929,A,A,A,9,
24/08/2006,14930,K,8,9,7,
24/08/2006,14931,10,A,Q,9,
24/08/2006,14932,Q,10,7,8,
24/08/2006,14933,8,K,8,K,
24/08/2006,14934,A,9,10,K,
24/08/2006,14935,7,7,9,10,
25/08/2006,14936,7,8,9,Q,
25/08/2006,14937,9,7,K,Q,
25/08/2006,14938,Q,8,7,Q,
26/08/2006,14939,K,J,10,J,
26/08/2006,14940,7,K,Q,9,
27/08/2006,14941,Q,K,A,J,
27/08/2006,14942,7,A,Q,K,
27/08/2006,14943,8,A,10,A,
27/08/2006,14944,J,A,9,9,
27/08/2006,14945,10,J,J,10,
27/08/2006,14946,K,A,A,9,
28/08/2006,14947,J,9,10,7,
28/08/2006,14948,8,A,9,Q,
28/08/2006,14949,10,7,J,A,
28/08/2006,14950,7,7,J,8,
28/08/2006,14951,A,7,8,8,
28/08/2006,14952,7,K,10,K,
29/08/2006,14953,8,7,7,10,
29/08/2006,14954,Q,10,A,Q,
29/08/2006,14955,A,7,8,7,
29/08/2006,14956,9,K,A,A,
29/08/2006,14957,9,10,10,J,
29/08/2006,14958,10,8,K,9,
30/08/2006,14959,10,7,K,K,
30/08/2006,14960,K,Q,8,J,
30/08/2006,14961,10,K,A,8,
30/08/2006,14962,Q,9,A,A,
30/08/2006,14963,9,J,K,J,
30/08/2006,14964,7,J,J,A,
31/08/2006,14965,9,8,7,A,
31/08/2006,14966,8,7,J,7,
31/08/2006,14967,9,A,10,Q,
31/08/2006,14968,J,J,8,Q,
31/08/2006,14969,9,K,8,J,
31/08/2006,14970,Q,K,A,J,
01/09/2006,14971,7,Q,9,10,
01/09/2006,14972,8,J,A,A,
01/09/2006,14973,J,A,Q,A,
02/09/2006,14974,Q,A,7,7,
02/09/2006,14975,8,A,J,7,
03/09/2006,14976,A,Q,K,10,
03/09/2006,14977,8,A,J,8,
03/09/2006,14978,10,10,Q,7,
03/09/2006,14979,Q,7,A,7,
03/09/2006,14980,K,A,A,8,
03/09/2006,14981,A,10,8,7,
04/09/2006,14982,8,Q,J,9,
04/09/2006,14983,J,8,9,10,
04/09/2006,14984,10,Q,A,K,
04/09/2006,14985,A,9,A,9,
04/09/2006,14986,9,K,8,7,
04/09/2006,14987,9,7,8,Q,
05/09/2006,14988,8,Q,A,Q,
05/09/2006,14989,9,A,8,7,
05/09/2006,14990,10,8,J,10,
05/09/2006,14991,7,K,Q,Q,
05/09/2006,14992,10,Q,K,J,
05/09/2006,14993,A,K,10,9,
06/09/2006,14994,A,A,8,8,
06/09/2006,14995,8,K,Q,10,
06/09/2006,14996,A,7,J,10,
06/09/2006,14997,7,9,K,8,
06/09/2006,14998,10,9,9,Q,
06/09/2006,14999,K,9,8,J,
07/09/2006,15000,K,A,Q,9,
07/09/2006,15001,8,8,9,A,
07/09/2006,15002,K,A,J,A,
07/09/2006,15003,A,8,Q,J,
07/09/2006,15004,9,10,Q,J,
07/09/2006,15005,K,8,10,Q,
08/09/2006,15006,7,10,A,Q,
08/09/2006,15007,8,K,K,7,
08/09/2006,15008,7,8,9,A,
09/09/2006,15009,8,K,9,K,
09/09/2006,15010,A,8,7,Q,
10/09/2006,15011,9,9,10,8,
10/09/2006,15012,Q,9,10,J,
10/09/2006,15013,10,K,Q,8,
10/09/2006,15014,Q,J,Q,J,
10/09/2006,15015,K,10,A,Q,
10/09/2006,15016,10,A,7,9,
11/09/2006,15017,8,8,J,J,
11/09/2006,15018,8,10,8,A,
11/09/2006,15019,7,7,9,J,
11/09/2006,15020,7,7,7,8,
11/09/2006,15021,A,10,7,A,
11/09/2006,15022,9,K,10,A,
12/09/2006,15023,8,7,10,7,
12/09/2006,15024,J,A,10,Q,
12/09/2006,15025,A,9,Q,Q,
12/09/2006,15026,8,J,A,J,
12/09/2006,15027,Q,8,7,10,
12/09/2006,15028,Q,8,10,Q,
13/09/2006,15029,7,A,8,K,
13/09/2006,15030,7,J,J,K,
13/09/2006,15031,K,A,10,Q,
13/09/2006,15032,A,A,7,8,
13/09/2006,15033,8,A,10,8,
13/09/2006,15034,A,8,7,J,
14/09/2006,15035,K,8,9,Q,
14/09/2006,15036,9,Q,Q,K,
14/09/2006,15037,A,8,10,Q,
14/09/2006,15038,9,A,J,A,
14/09/2006,15039,10,7,A,J,
14/09/2006,15040,Q,A,K,8,
15/09/2006,15041,J,J,7,10,
15/09/2006,15042,J,J,Q,10,
15/09/2006,15043,10,9,8,Q,
16/09/2006,15044,7,A,A,A,
16/09/2006,15045,9,Q,9,A,
17/09/2006,15046,K,K,8,7,
17/09/2006,15047,Q,K,8,J,
17/09/2006,15048,9,Q,9,Q,
17/09/2006,15049,7,A,9,9,
17/09/2006,15050,K,9,8,9,
17/09/2006,15051,A,9,K,Q,
18/09/2006,15052,K,J,Q,Q,
18/09/2006,15053,K,K,A,9,
18/09/2006,15054,9,J,J,A,
18/09/2006,15055,J,J,8,K,
18/09/2006,15056,9,8,7,9,
18/09/2006,15057,Q,7,10,7,
19/09/2006,15058,J,9,7,7,
19/09/2006,15059,K,J,7,9,
19/09/2006,15060,J,A,10,J,
19/09/2006,15061,10,J,7,J,
19/09/2006,15062,J,Q,A,8,
19/09/2006,15063,K,J,9,8,
20/09/2006,15064,8,Q,8,7,
20/09/2006,15065,A,J,Q,A,
20/09/2006,15066,K,10,K,A,
20/09/2006,15067,9,7,J,10,
20/09/2006,15068,7,9,8,A,
20/09/2006,15069,9,10,10,J,
21/09/2006,15070,9,Q,7,10,
21/09/2006,15071,K,A,Q,Q,
21/09/2006,15072,9,9,7,J,
21/09/2006,15073,A,9,K,A,
21/09/2006,15074,A,A,Q,K,
21/09/2006,15075,J,7,7,A,
22/09/2006,15076,7,K,10,J,
22/09/2006,15077,A,A,7,A,
22/09/2006,15078,A,A,8,K,
24/09/2006,15079,7,K,9,9,
24/09/2006,15080,8,K,A,9,
25/09/2006,15081,10,7,A,10,
25/09/2006,15082,J,K,Q,Q,
25/09/2006,15083,9,Q,K,9,
25/09/2006,15084,K,8,10,8,
25/09/2006,15085,A,9,J,8,
25/09/2006,15086,7,8,Q,9,
26/09/2006,15087,10,J,7,J,
26/09/2006,15088,Q,7,9,8,
26/09/2006,15089,K,10,J,J,
26/09/2006,15090,9,Q,10,Q,
26/09/2006,15091,J,K,7,K,
26/09/2006,15092,Q,Q,A,A,
27/09/2006,15093,8,10,7,8,
27/09/2006,15094,8,A,Q,9,
27/09/2006,15095,K,9,10,Q,
27/09/2006,15096,A,7,10,8,
27/09/2006,15097,10,A,A,A,
27/09/2006,15098,Q,7,Q,8,
28/09/2006,15099,9,10,7,J,
28/09/2006,15100,10,8,7,A,
28/09/2006,15101,10,8,10,K,
28/09/2006,15102,7,K,7,J,
28/09/2006,15103,K,10,A,10,
28/09/2006,15104,J,8,A,9,
29/09/2006,15105,K,J,7,K,
29/09/2006,15106,7,7,10,10,
29/09/2006,15107,J,8,10,Q,
30/09/2006,15108,K,7,K,K,
30/09/2006,15109,A,8,A,A,
01/10/2006,15110,J,7,9,A,
02/10/2006,15111,7,8,Q,A,
02/10/2006,15112,8,9,10,7,
03/10/2006,15113,9,9,7,A,
03/10/2006,15114,10,K,9,K,
03/10/2006,15115,7,10,K,10,
03/10/2006,15116,J,10,J,8,
03/10/2006,15117,10,7,A,Q,
03/10/2006,15118,J,J,8,K,
04/10/2006,15119,10,8,A,9,
04/10/2006,15120,7,9,10,J,
04/10/2006,15121,7,K,Q,9,
04/10/2006,15122,A,K,10,J,
04/10/2006,15123,J,K,8,8,
04/10/2006,15124,Q,Q,Q,9,
05/10/2006,15125,J,J,10,A,
05/10/2006,15126,7,10,8,10,
05/10/2006,15127,7,8,A,7,
05/10/2006,15128,7,8,K,7,
05/10/2006,15129,K,7,7,Q,
05/10/2006,15130,J,Q,8,K,
06/10/2006,15131,A,7,8,K,
06/10/2006,15132,J,8,A,7,
06/10/2006,15133,J,8,7,10,
07/10/2006,15134,A,7,7,K,
07/10/2006,15135,10,8,8,8,
08/10/2006,15136,J,10,J,Q,
08/10/2006,15137,8,A,K,10,
08/10/2006,15138,8,A,7,10,
08/10/2006,15139,J,J,Q,7,
08/10/2006,15140,8,A,J,8,
08/10/2006,15141,9,A,J,10,
09/10/2006,15142,A,J,7,10,
09/10/2006,15143,A,7,K,J,
09/10/2006,15144,8,K,K,9,
09/10/2006,15145,9,8,10,10,
09/10/2006,15146,A,10,J,7,
09/10/2006,15147,8,10,Q,7,
10/10/2006,15148,10,10,J,8,
10/10/2006,15149,9,Q,J,10,
10/10/2006,15150,8,8,J,7,
10/10/2006,15151,A,8,8,A,
10/10/2006,15152,Q,J,7,7,
10/10/2006,15153,10,J,8,J,
11/10/2006,15154,10,9,10,9,
11/10/2006,15155,9,8,Q,10,
11/10/2006,15156,K,A,10,7,
11/10/2006,15157,9,K,7,A,
11/10/2006,15158,J,8,7,K,
11/10/2006,15159,J,Q,Q,7,
12/10/2006,15160,10,A,7,K,
12/10/2006,15161,K,Q,9,J,
12/10/2006,15162,Q,A,A,J,
12/10/2006,15163,A,Q,A,10,
12/10/2006,15164,J,J,7,J,
12/10/2006,15165,7,J,10,8,
13/10/2006,15166,K,J,A,Q,
13/10/2006,15167,9,9,8,J,
13/10/2006,15168,7,7,8,10,
14/10/2006,15169,A,J,J,10,
14/10/2006,15170,8,9,8,Q,
15/10/2006,15171,K,8,Q,9,
15/10/2006,15172,K,A,A,Q,
15/10/2006,15173,Q,K,10,10,
15/10/2006,15174,K,J,10,K,
15/10/2006,15175,K,9,8,K,
15/10/2006,15176,K,8,7,7,
16/10/2006,15177,J,Q,K,10,
16/10/2006,15178,Q,9,Q,7,
16/10/2006,15179,9,8,A,10,
16/10/2006,15180,7,A,K,K,
16/10/2006,15181,K,7,Q,7,
16/10/2006,15182,8,Q,Q,9,
17/10/2006,15183,A,10,K,A,
17/10/2006,15184,8,10,10,10,
17/10/2006,15185,9,A,Q,J,
17/10/2006,15186,A,9,8,8,
17/10/2006,15187,7,9,K,10,
17/10/2006,15188,J,8,A,9,
18/10/2006,15189,K,J,10,10,
18/10/2006,15190,8,7,A,10,
18/10/2006,15191,J,10,7,10,
18/10/2006,15192,10,A,A,K,
18/10/2006,15193,8,8,10,9,
18/10/2006,15194,K,9,7,10,
19/10/2006,15195,K,8,A,Q,
19/10/2006,15196,A,A,K,9,
19/10/2006,15197,10,Q,9,A,
19/10/2006,15198,J,9,A,8,
19/10/2006,15199,9,9,9,Q,
19/10/2006,15200,Q,9,9,7,
20/10/2006,15201,10,K,8,J,
20/10/2006,15202,J,A,J,8,
20/10/2006,15203,Q,8,K,K,
21/10/2006,15204,K,10,J,K,
21/10/2006,15205,Q,K,7,7,
22/10/2006,15206,K,J,J,A,
22/10/2006,15207,7,9,A,J,
22/10/2006,15208,9,8,7,7,
22/10/2006,15209,Q,9,9,9,
22/10/2006,15210,K,Q,J,K,
22/10/2006,15211,A,J,10,8,
23/10/2006,15212,J,K,9,10,
23/10/2006,15213,9,9,K,7,
23/10/2006,15214,10,J,K,10,
23/10/2006,15215,K,8,A,9,
23/10/2006,15216,J,9,8,Q,
23/10/2006,15217,7,Q,10,A,
24/10/2006,15218,7,K,A,9,
24/10/2006,15219,10,J,J,10,
24/10/2006,15220,Q,J,8,Q,
24/10/2006,15221,A,8,Q,J,
24/10/2006,15222,A,A,K,7,
24/10/2006,15223,J,J,9,9,
25/10/2006,15224,8,9,10,K,
25/10/2006,15225,J,J,K,8,
25/10/2006,15226,9,10,10,K,
25/10/2006,15227,K,J,8,9,
25/10/2006,15228,9,J,A,9,
25/10/2006,15229,J,8,Q,10,
26/10/2006,15230,J,8,J,10,
26/10/2006,15231,10,8,10,8,
26/10/2006,15232,A,8,7,10,
26/10/2006,15233,10,10,A,Q,
26/10/2006,15234,A,Q,J,A,
26/10/2006,15235,K,10,7,Q,
27/10/2006,15236,A,K,Q,K,
27/10/2006,15237,9,8,10,Q,
27/10/2006,15238,10,K,10,J,
28/10/2006,15239,J,J,8,J,
28/10/2006,15240,Q,Q,J,10,
29/10/2006,15241,K,A,K,7,
29/10/2006,15242,J,8,Q,K,
29/10/2006,15243,8,8,10,7,
29/10/2006,15244,K,A,J,K,
29/10/2006,15245,Q,K,J,J,
29/10/2006,15246,J,7,10,7,
30/10/2006,15247,A,J,7,J,
30/10/2006,15248,9,A,J,A,
30/10/2006,15249,10,10,8,J,
30/10/2006,15250,A,A,10,8,
30/10/2006,15251,9,J,Q,A,
30/10/2006,15252,J,7,10,Q,
31/10/2006,15253,A,10,7,9,
31/10/2006,15254,7,7,K,8,
31/10/2006,15255,8,10,K,A,
31/10/2006,15256,10,K,10,A,
31/10/2006,15257,K,7,10,J,
31/10/2006,15258,J,Q,J,9,
01/11/2006,15259,A,10,Q,9,
01/11/2006,15260,A,J,8,10,
01/11/2006,15261,Q,J,9,J,
01/11/2006,15262,K,A,8,8,
01/11/2006,15263,A,7,8,7,
01/11/2006,15264,J,7,K,J,
02/11/2006,15265,A,Q,K,J,
02/11/2006,15266,A,9,10,7,
02/11/2006,15267,A,10,7,10,
02/11/2006,15268,Q,A,10,A,
02/11/2006,15269,8,8,9,9,
02/11/2006,15270,7,9,10,7,
03/11/2006,15271,J,K,7,A,
03/11/2006,15272,Q,J,J,10,
03/11/2006,15273,Q,A,8,K,
04/11/2006,15274,A,J,J,Q,
04/11/2006,15275,8,Q,10,K,
05/11/2006,15276,10,Q,K,Q,
05/11/2006,15277,10,A,7,9,
05/11/2006,15278,Q,A,A,J,
05/11/2006,15279,7,A,A,8,
05/11/2006,15280,8,A,7,8,
05/11/2006,15281,8,A,A,Q,
06/11/2006,15282,7,8,7,7,
06/11/2006,15283,9,Q,J,9,
06/11/2006,15284,A,10,Q,A,
06/11/2006,15285,9,A,9,J,
06/11/2006,15286,8,10,7,10,
06/11/2006,15287,A,A,10,7,
07/11/2006,15288,8,10,7,K,
07/11/2006,15289,Q,7,Q,A,
07/11/2006,15290,K,9,J,10,
07/11/2006,15291,9,K,A,A,
07/11/2006,15292,Q,K,7,Q,
07/11/2006,15293,7,K,10,J,
08/11/2006,15294,8,7,A,A,
08/11/2006,15295,A,10,K,8,
08/11/2006,15296,9,J,8,A,
08/11/2006,15297,Q,A,A,10,
08/11/2006,15298,7,7,K,10,
08/11/2006,15299,8,8,10,7,
09/11/2006,15300,J,A,A,Q,
09/11/2006,15301,A,10,K,J,
09/11/2006,15302,10,8,A,J,
09/11/2006,15303,7,7,A,9,
09/11/2006,15304,A,A,J,9,
09/11/2006,15305,J,9,K,Q,
10/11/2006,15306,10,J,7,9,
10/11/2006,15307,K,7,7,A,
10/11/2006,15308,9,Q,Q,A,
11/11/2006,15309,Q,J,10,J,
11/11/2006,15310,Q,K,A,8,
12/11/2006,15311,9,8,7,9,
12/11/2006,15312,K,K,8,A,
12/11/2006,15313,Q,A,7,Q,
12/11/2006,15314,J,8,8,10,
12/11/2006,15315,A,A,Q,A,
12/11/2006,15316,Q,A,Q,9,
13/11/2006,15317,Q,Q,9,A,
13/11/2006,15318,Q,J,8,K,
13/11/2006,15319,Q,7,J,10,
13/11/2006,15320,8,9,7,10,
13/11/2006,15321,Q,J,10,7,
13/11/2006,15322,9,7,Q,Q,
14/11/2006,15323,8,7,Q,J,
14/11/2006,15324,8,A,Q,A,
14/11/2006,15325,K,10,7,J,
14/11/2006,15326,A,Q,J,8,
14/11/2006,15327,J,9,9,10,
14/11/2006,15328,7,J,Q,K,
15/11/2006,15329,K,Q,J,8,
15/11/2006,15330,J,K,7,Q,
15/11/2006,15331,A,Q,7,7,
15/11/2006,15332,A,Q,9,K,
15/11/2006,15333,9,J,8,7,
15/11/2006,15334,9,K,Q,A,
16/11/2006,15335,K,J,Q,J,
16/11/2006,15336,K,8,Q,J,
16/11/2006,15337,K,7,K,A,
16/11/2006,15338,8,9,7,A,
16/11/2006,15339,10,K,J,8,
16/11/2006,15340,J,K,7,A,
17/11/2006,15341,10,A,7,9,
17/11/2006,15342,8,K,7,8,
17/11/2006,15343,10,8,9,K,
18/11/2006,15344,A,8,8,10,
18/11/2006,15345,9,K,A,7,
19/11/2006,15346,9,9,7,A,
19/11/2006,15347,8,K,7,7,
19/11/2006,15348,A,K,J,A,
19/11/2006,15349,A,A,Q,8,
19/11/2006,15350,8,7,10,9,
19/11/2006,15351,9,7,J,9,
20/11/2006,15352,J,10,K,9,
20/11/2006,15353,J,10,A,Q,
20/11/2006,15354,K,K,9,8,
20/11/2006,15355,10,7,10,K,
20/11/2006,15356,7,Q,Q,A,
20/11/2006,15357,8,Q,9,A,
21/11/2006,15358,A,A,9,Q,
21/11/2006,15359,7,8,K,8,
21/11/2006,15360,J,8,9,Q,
21/11/2006,15361,7,10,K,A,
21/11/2006,15362,8,A,J,8,
21/11/2006,15363,9,Q,9,10,
22/11/2006,15364,K,K,K,7,
22/11/2006,15365,Q,10,Q,A,
22/11/2006,15366,A,8,9,A,
22/11/2006,15367,A,8,A,8,
22/11/2006,15368,7,9,K,8,
22/11/2006,15369,10,K,8,10,
23/11/2006,15370,Q,10,9,A,
23/11/2006,15371,J,7,8,9,
23/11/2006,15372,A,J,9,K,
23/11/2006,15373,Q,Q,8,9,
23/11/2006,15374,K,Q,7,10,
23/11/2006,15375,7,K,9,J,
24/11/2006,15376,J,J,J,7,
24/11/2006,15377,8,J,7,Q,
24/11/2006,15378,K,10,7,J,
25/11/2006,15379,K,7,10,A,
25/11/2006,15380,A,J,7,8,
26/11/2006,15381,A,7,10,10,
26/11/2006,15382,K,A,K,10,
26/11/2006,15383,K,8,10,Q,
26/11/2006,15384,K,10,10,10,
26/11/2006,15385,Q,10,Q,7,
26/11/2006,15386,10,8,Q,K,
27/11/2006,15387,A,10,7,J,
27/11/2006,15388,K,7,J,7,
27/11/2006,15389,Q,7,A,7,
27/11/2006,15390,8,8,Q,A,
27/11/2006,15391,7,8,10,8,
27/11/2006,15392,9,J,9,A,
28/11/2006,15393,8,J,J,10,
28/11/2006,15394,9,Q,Q,7,
28/11/2006,15395,J,A,J,K,
28/11/2006,15396,Q,J,Q,Q,
28/11/2006,15397,J,A,A,J,
28/11/2006,15398,K,J,8,7,
29/11/2006,15399,Q,9,10,A,
29/11/2006,15400,8,K,9,7,
29/11/2006,15401,8,A,10,K,
29/11/2006,15402,7,K,8,Q,
29/11/2006,15403,J,10,Q,8,
29/11/2006,15404,7,Q,Q,10,
30/11/2006,15405,7,J,J,10,
30/11/2006,15406,K,A,9,9,
30/11/2006,15407,K,8,10,8,
30/11/2006,15408,J,Q,8,7,
30/11/2006,15409,Q,Q,10,A,
30/11/2006,15410,A,7,7,J,
01/12/2006,15411,Q,Q,10,9,
01/12/2006,15412,9,8,8,K,
01/12/2006,15413,10,J,A,Q,
02/12/2006,15414,K,A,8,Q,
02/12/2006,15415,K,8,A,9,
03/12/2006,15416,9,8,8,Q,
03/12/2006,15417,10,10,J,A,
03/12/2006,15418,J,K,Q,Q,
03/12/2006,15419,10,8,A,9,
03/12/2006,15420,8,J,8,K,
03/12/2006,15421,J,A,8,9,
04/12/2006,15422,A,J,7,K,
04/12/2006,15423,J,7,8,A,
04/12/2006,15424,7,A,7,9,
04/12/2006,15425,10,Q,J,7,
04/12/2006,15426,Q,K,K,7,
04/12/2006,15427,7,7,A,J,
05/12/2006,15428,8,J,8,K,
05/12/2006,15429,9,J,10,A,
05/12/2006,15430,J,9,J,K,
05/12/2006,15431,A,A,9,10,
05/12/2006,15432,A,8,A,J,
05/12/2006,15433,7,Q,10,10,
06/12/2006,15434,Q,Q,8,8,
06/12/2006,15435,J,8,10,K,
06/12/2006,15436,J,A,K,9,
06/12/2006,15437,10,10,A,K,
06/12/2006,15438,Q,10,J,9,
06/12/2006,15439,K,Q,A,8,
07/12/2006,15440,9,J,J,10,
07/12/2006,15441,Q,8,10,8,
07/12/2006,15442,10,7,Q,10,
07/12/2006,15443,Q,7,Q,J,
07/12/2006,15444,9,7,Q,K,
07/12/2006,15445,10,A,Q,9,
08/12/2006,15446,J,10,Q,J,
08/12/2006,15447,7,10,J,8,
08/12/2006,15448,A,J,8,8,
09/12/2006,15449,A,Q,8,8,
09/12/2006,15450,A,7,9,8,
10/12/2006,15451,8,K,8,J,
10/12/2006,15452,K,K,J,10,
10/12/2006,15453,7,Q,J,7,
10/12/2006,15454,Q,7,7,10,
10/12/2006,15455,7,Q,7,A,
10/12/2006,15456,8,7,8,A,
11/12/2006,15457,J,Q,8,Q,
11/12/2006,15458,J,7,9,7,
11/12/2006,15459,K,A,J,9,
11/12/2006,15460,Q,10,10,J,
11/12/2006,15461,Q,9,K,J,
11/12/2006,15462,9,7,7,A,
12/12/2006,15463,K,7,8,A,
12/12/2006,15464,J,K,K,K,
12/12/2006,15465,Q,J,9,Q,
12/12/2006,15466,8,9,A,K,
12/12/2006,15467,9,7,J,7,
12/12/2006,15468,7,K,J,9,
13/12/2006,15469,10,10,10,K,
13/12/2006,15470,7,9,J,8,
13/12/2006,15471,10,K,K,K,
13/12/2006,15472,J,10,8,7,
13/12/2006,15473,8,7,A,10,
13/12/2006,15474,A,J,10,9,
14/12/2006,15475,10,Q,10,K,
14/12/2006,15476,K,9,10,8,
14/12/2006,15477,8,7,10,Q,
14/12/2006,15478,7,Q,K,8,
14/12/2006,15479,7,J,7,10,
14/12/2006,15480,J,K,8,10,
15/12/2006,15481,J,9,A,7,
15/12/2006,15482,10,J,7,10,
15/12/2006,15483,Q,8,9,9,
16/12/2006,15484,8,8,10,8,
16/12/2006,15485,Q,K,10,J,
17/12/2006,15486,A,8,10,A,
17/12/2006,15487,10,8,J,7,
17/12/2006,15488,8,8,Q,Q,
17/12/2006,15489,J,A,K,9,
17/12/2006,15490,8,A,Q,K,
17/12/2006,15491,J,Q,9,10,
18/12/2006,15492,7,7,A,K,
