תאריך,הגרלה,תלתן,יהלום,לב,עלה
19/02/2017,35152,10,K,J,9,
19/02/2017,35153,K,10,A,J,
19/02/2017,35154,A,8,J,J,
19/02/2017,35155,9,Q,9,A,
20/02/2017,35156,9,7,J,J,
20/02/2017,35157,J,Q,10,J,
20/02/2017,35158,8,A,J,J,
20/02/2017,35159,10,J,K,K,
20/02/2017,35160,A,J,K,Q,
20/02/2017,35161,Q,J,10,J,
20/02/2017,35162,Q,8,J,8,
21/02/2017,35163,Q,8,J,A,
21/02/2017,35164,J,8,8,9,
21/02/2017,35165,J,8,J,8,
21/02/2017,35166,Q,J,Q,9,
21/02/2017,35167,A,8,K,Q,
21/02/2017,35168,A,J,K,Q,
21/02/2017,35169,10,Q,J,K,
22/02/2017,35170,A,A,10,Q,
22/02/2017,35171,A,K,A,8,
22/02/2017,35172,8,Q,J,Q,
22/02/2017,35173,Q,K,9,9,
22/02/2017,35174,Q,K,A,Q,
22/02/2017,35175,10,8,7,8,
22/02/2017,35176,10,A,Q,10,
23/02/2017,35177,9,9,8,K,
23/02/2017,35178,K,A,A,K,
23/02/2017,35179,Q,10,Q,A,
23/02/2017,35180,Q,K,10,10,
23/02/2017,35181,J,10,7,Q,
23/02/2017,35182,A,J,J,7,
23/02/2017,35183,J,8,8,A,
24/02/2017,35184,J,10,10,J,
24/02/2017,35185,8,9,J,8,
24/02/2017,35186,9,7,J,9,
25/02/2017,35187,10,A,8,7,
25/02/2017,35188,A,10,K,A,
26/02/2017,35189,K,J,9,9,
26/02/2017,35190,7,9,A,8,
26/02/2017,35191,Q,7,8,8,
26/02/2017,35192,Q,J,K,7,
26/02/2017,35193,8,K,J,7,
26/02/2017,35194,7,9,J,8,
26/02/2017,35195,9,Q,K,K,
27/02/2017,35196,J,10,K,8,
27/02/2017,35197,A,Q,K,10,
27/02/2017,35198,A,J,8,J,
27/02/2017,35199,7,8,Q,8,
27/02/2017,35200,10,A,A,8,
27/02/2017,35201,9,7,Q,Q,
27/02/2017,35202,7,Q,A,8,
28/02/2017,35203,K,8,10,A,
28/02/2017,35204,9,Q,J,A,
28/02/2017,35205,10,Q,10,10,
28/02/2017,35206,Q,Q,9,Q,
28/02/2017,35207,7,A,8,K,
28/02/2017,35208,J,K,A,10,
28/02/2017,35209,9,8,J,7,
01/03/2017,35210,9,7,7,7,
01/03/2017,35211,10,A,10,10,
01/03/2017,35212,8,10,A,Q,
01/03/2017,35213,10,10,7,8,
01/03/2017,35214,K,10,Q,9,
01/03/2017,35215,Q,K,K,8,
01/03/2017,35216,A,J,Q,9,
02/03/2017,35217,7,J,A,8,
02/03/2017,35218,A,10,7,10,
02/03/2017,35219,J,Q,10,7,
02/03/2017,35220,A,9,A,J,
02/03/2017,35221,J,9,K,10,
02/03/2017,35222,Q,A,7,9,
02/03/2017,35223,A,7,A,J,
03/03/2017,35224,K,8,9,9,
03/03/2017,35225,9,K,J,7,
03/03/2017,35226,8,Q,A,K,
04/03/2017,35227,9,Q,8,J,
04/03/2017,35228,9,J,9,A,
05/03/2017,35229,A,7,A,10,
05/03/2017,35230,Q,9,Q,Q,
05/03/2017,35231,J,8,Q,K,
05/03/2017,35232,K,K,10,9,
05/03/2017,35233,8,7,K,7,
05/03/2017,35234,J,A,K,Q,
05/03/2017,35235,A,9,10,K,
06/03/2017,35236,Q,8,9,9,
06/03/2017,35237,Q,9,K,10,
06/03/2017,35238,10,J,A,Q,
06/03/2017,35239,8,10,J,J,
06/03/2017,35240,A,8,9,K,
06/03/2017,35241,7,A,Q,10,
06/03/2017,35242,K,Q,8,Q,
07/03/2017,35243,Q,8,Q,7,
07/03/2017,35244,9,Q,A,8,
07/03/2017,35245,10,9,7,Q,
07/03/2017,35246,A,8,10,K,
07/03/2017,35247,9,10,K,J,
07/03/2017,35248,10,7,9,7,
07/03/2017,35249,Q,9,K,8,
08/03/2017,35250,K,10,9,10,
08/03/2017,35251,J,A,Q,Q,
08/03/2017,35252,J,J,7,K,
08/03/2017,35253,9,J,9,7,
08/03/2017,35254,9,A,K,9,
08/03/2017,35255,K,8,10,K,
08/03/2017,35256,9,9,7,Q,
09/03/2017,35257,8,10,8,7,
09/03/2017,35258,K,Q,A,8,
09/03/2017,35259,7,A,A,J,
09/03/2017,35260,8,A,J,9,
09/03/2017,35261,9,J,A,9,
09/03/2017,35262,J,10,8,J,
09/03/2017,35263,J,9,7,J,
10/03/2017,35264,7,K,Q,Q,
10/03/2017,35265,Q,Q,Q,J,
10/03/2017,35266,A,K,Q,10,
11/03/2017,35267,Q,8,Q,K,
11/03/2017,35268,8,Q,7,Q,
12/03/2017,35269,Q,10,J,J,
12/03/2017,35270,10,K,A,7,
12/03/2017,35271,9,Q,K,7,
12/03/2017,35272,7,10,Q,A,
12/03/2017,35273,7,7,J,Q,
12/03/2017,35274,J,K,J,7,
12/03/2017,35275,7,8,9,8,
13/03/2017,35276,10,J,J,Q,
13/03/2017,35277,9,K,9,Q,
13/03/2017,35278,J,A,A,K,
13/03/2017,35279,J,A,A,8,
13/03/2017,35280,8,K,7,9,
13/03/2017,35281,7,8,8,7,
13/03/2017,35282,A,7,8,7,
14/03/2017,35283,A,10,10,K,
14/03/2017,35284,J,10,A,7,
14/03/2017,35285,8,J,A,K,
14/03/2017,35286,J,9,9,7,
14/03/2017,35287,K,9,10,Q,
14/03/2017,35288,K,J,10,7,
14/03/2017,35289,J,8,A,9,
15/03/2017,35290,J,10,9,9,
15/03/2017,35291,K,K,A,Q,
15/03/2017,35292,9,A,A,8,
15/03/2017,35293,9,J,K,7,
15/03/2017,35294,A,10,7,10,
15/03/2017,35295,A,J,8,8,
15/03/2017,35296,A,7,Q,A,
16/03/2017,35297,K,10,A,10,
16/03/2017,35298,K,Q,K,10,
16/03/2017,35299,J,9,A,J,
16/03/2017,35300,K,9,9,J,
16/03/2017,35301,8,K,Q,Q,
16/03/2017,35302,9,10,Q,8,
16/03/2017,35303,K,Q,10,9,
17/03/2017,35304,8,Q,9,J,
17/03/2017,35305,7,7,9,10,
17/03/2017,35306,10,J,10,10,
18/03/2017,35307,J,10,A,K,
18/03/2017,35308,7,10,K,9,
19/03/2017,35309,10,9,7,10,
19/03/2017,35310,A,9,K,K,
19/03/2017,35311,8,J,8,A,
19/03/2017,35312,J,7,8,7,
19/03/2017,35313,J,9,A,7,
19/03/2017,35314,K,8,10,A,
19/03/2017,35315,J,10,Q,Q,
20/03/2017,35316,Q,A,J,A,
20/03/2017,35317,K,9,8,A,
20/03/2017,35318,7,J,K,10,
20/03/2017,35319,A,K,J,7,
20/03/2017,35320,J,J,9,8,
20/03/2017,35321,K,Q,J,J,
20/03/2017,35322,K,Q,8,9,
21/03/2017,35323,9,Q,10,K,
21/03/2017,35324,Q,J,Q,9,
21/03/2017,35325,9,9,Q,A,
21/03/2017,35326,K,7,K,10,
21/03/2017,35327,A,10,J,7,
21/03/2017,35328,7,8,9,J,
21/03/2017,35329,Q,J,8,K,
22/03/2017,35330,9,A,A,7,
22/03/2017,35331,9,A,Q,7,
22/03/2017,35332,7,J,J,Q,
22/03/2017,35333,K,A,Q,K,
22/03/2017,35334,A,7,8,9,
22/03/2017,35335,J,J,Q,10,
22/03/2017,35336,10,J,Q,7,
23/03/2017,35337,7,Q,8,K,
23/03/2017,35338,8,8,K,K,
23/03/2017,35339,Q,8,9,J,
23/03/2017,35340,K,K,Q,A,
23/03/2017,35341,9,10,Q,A,
23/03/2017,35342,A,J,8,Q,
23/03/2017,35343,7,9,J,Q,
24/03/2017,35344,8,J,A,J,
24/03/2017,35345,8,7,J,Q,
24/03/2017,35346,K,7,10,7,
25/03/2017,35347,9,K,K,7,
25/03/2017,35348,9,J,J,Q,
26/03/2017,35349,J,Q,K,7,
26/03/2017,35350,7,7,J,J,
26/03/2017,35351,A,K,10,J,
26/03/2017,35352,10,A,Q,9,
26/03/2017,35353,10,7,9,K,
26/03/2017,35354,Q,10,A,8,
26/03/2017,35355,10,K,A,7,
27/03/2017,35356,10,10,8,9,
27/03/2017,35357,Q,7,K,K,
27/03/2017,35358,J,J,K,J,
27/03/2017,35359,K,J,Q,10,
27/03/2017,35360,Q,K,K,J,
27/03/2017,35361,K,7,J,9,
27/03/2017,35362,J,10,Q,K,
28/03/2017,35363,9,J,Q,K,
28/03/2017,35364,K,7,A,A,
28/03/2017,35365,7,10,A,7,
28/03/2017,35366,J,J,A,8,
28/03/2017,35367,A,8,9,10,
28/03/2017,35368,7,Q,10,8,
28/03/2017,35369,9,8,10,Q,
29/03/2017,35370,8,Q,J,Q,
29/03/2017,35371,8,9,7,J,
29/03/2017,35372,K,J,7,8,
29/03/2017,35373,8,Q,Q,A,
29/03/2017,35374,A,8,A,7,
29/03/2017,35375,A,7,10,K,
29/03/2017,35376,K,K,7,A,
30/03/2017,35377,Q,8,J,K,
30/03/2017,35378,K,9,K,7,
30/03/2017,35379,J,Q,K,A,
30/03/2017,35380,9,Q,K,8,
30/03/2017,35381,Q,7,8,Q,
30/03/2017,35382,9,A,A,7,
30/03/2017,35383,7,A,9,8,
31/03/2017,35384,K,8,9,A,
31/03/2017,35385,10,9,K,10,
31/03/2017,35386,7,K,Q,7,
01/04/2017,35387,A,J,10,K,
01/04/2017,35388,10,9,K,A,
02/04/2017,35389,K,7,Q,K,
02/04/2017,35390,A,J,7,9,
02/04/2017,35391,A,10,J,K,
02/04/2017,35392,9,K,J,9,
02/04/2017,35393,J,J,7,8,
02/04/2017,35394,8,Q,K,7,
02/04/2017,35395,K,A,7,10,
03/04/2017,35396,A,9,J,10,
03/04/2017,35397,9,9,Q,J,
03/04/2017,35398,J,8,7,Q,
03/04/2017,35399,10,9,7,Q,
03/04/2017,35400,10,7,10,J,
03/04/2017,35401,8,Q,K,A,
03/04/2017,35402,J,K,K,Q,
04/04/2017,35403,Q,J,Q,7,
04/04/2017,35404,8,K,K,A,
04/04/2017,35405,J,J,9,7,
04/04/2017,35406,A,K,Q,9,
04/04/2017,35407,J,7,10,A,
04/04/2017,35408,Q,7,9,K,
04/04/2017,35409,7,K,Q,8,
05/04/2017,35410,8,7,9,10,
05/04/2017,35411,9,9,K,K,
05/04/2017,35412,Q,7,J,Q,
05/04/2017,35413,K,7,K,K,
05/04/2017,35414,K,10,10,A,
05/04/2017,35415,7,10,9,7,
05/04/2017,35416,8,Q,A,8,
06/04/2017,35417,K,8,J,Q,
06/04/2017,35418,8,K,A,8,
06/04/2017,35419,7,J,J,Q,
06/04/2017,35420,A,7,K,8,
06/04/2017,35421,J,J,A,8,
06/04/2017,35422,J,10,J,8,
06/04/2017,35423,J,8,Q,J,
07/04/2017,35424,Q,Q,7,Q,
07/04/2017,35425,K,9,7,7,
07/04/2017,35426,8,A,9,8,
08/04/2017,35427,9,8,10,9,
08/04/2017,35428,Q,10,10,Q,
09/04/2017,35429,10,J,10,A,
09/04/2017,35430,K,A,A,A,
09/04/2017,35431,K,A,7,K,
09/04/2017,35432,J,Q,10,K,
09/04/2017,35433,7,J,K,A,
09/04/2017,35434,10,10,9,7,
09/04/2017,35435,7,Q,9,Q,
10/04/2017,35436,8,Q,8,8,
10/04/2017,35437,9,A,10,8,
10/04/2017,35438,K,7,7,J,
11/04/2017,35439,A,J,9,8,
11/04/2017,35440,8,K,Q,A,
12/04/2017,35441,8,A,10,A,
12/04/2017,35442,J,K,7,7,
12/04/2017,35443,7,7,J,A,
12/04/2017,35444,Q,7,Q,10,
12/04/2017,35445,8,Q,10,Q,
12/04/2017,35446,Q,7,8,8,
12/04/2017,35447,J,9,8,K,
13/04/2017,35448,K,7,A,10,
13/04/2017,35449,7,J,A,8,
13/04/2017,35450,Q,Q,J,7,
13/04/2017,35451,K,7,10,Q,
13/04/2017,35452,A,K,J,J,
13/04/2017,35453,7,10,8,Q,
13/04/2017,35454,10,7,K,8,
14/04/2017,35455,8,8,8,A,
14/04/2017,35456,K,7,K,K,
14/04/2017,35457,Q,A,8,9,
15/04/2017,35458,Q,9,10,Q,
15/04/2017,35459,K,8,10,8,
16/04/2017,35460,7,K,A,7,
16/04/2017,35461,Q,A,7,J,
16/04/2017,35462,10,J,10,J,
17/04/2017,35463,8,J,10,8,
17/04/2017,35464,10,J,8,8,
18/04/2017,35465,A,K,A,A,
18/04/2017,35466,J,9,K,J,
18/04/2017,35467,8,8,8,K,
18/04/2017,35468,K,K,A,Q,
18/04/2017,35469,10,8,7,7,
18/04/2017,35470,A,10,7,8,
18/04/2017,35471,10,J,A,K,
19/04/2017,35472,8,10,Q,8,
19/04/2017,35473,K,K,K,Q,
19/04/2017,35474,7,7,10,Q,
19/04/2017,35475,Q,A,8,7,
19/04/2017,35476,K,7,7,A,
19/04/2017,35477,7,7,9,7,
19/04/2017,35478,10,Q,A,10,
20/04/2017,35479,A,Q,A,9,
20/04/2017,35480,7,K,7,9,
20/04/2017,35481,A,8,10,8,
20/04/2017,35482,9,A,Q,K,
20/04/2017,35483,K,Q,10,7,
20/04/2017,35484,9,10,Q,A,
20/04/2017,35485,10,K,7,A,
21/04/2017,35486,A,Q,7,8,
21/04/2017,35487,J,J,8,J,
21/04/2017,35488,10,K,K,K,
22/04/2017,35489,7,A,9,Q,
22/04/2017,35490,Q,Q,7,J,
23/04/2017,35491,9,8,10,10,
23/04/2017,35492,J,Q,J,Q,
23/04/2017,35493,K,J,Q,10,
23/04/2017,35494,10,Q,8,7,
24/04/2017,35495,9,9,9,9,
24/04/2017,35496,7,9,Q,J,
25/04/2017,35497,10,7,Q,Q,
25/04/2017,35498,A,7,9,A,
25/04/2017,35499,A,A,7,7,
25/04/2017,35500,7,A,7,J,
25/04/2017,35501,K,10,7,7,
25/04/2017,35502,10,A,A,7,
25/04/2017,35503,7,K,A,8,
26/04/2017,35504,J,9,A,7,
26/04/2017,35505,A,10,J,9,
26/04/2017,35506,10,A,A,K,
26/04/2017,35507,7,7,10,10,
26/04/2017,35508,7,8,J,A,
26/04/2017,35509,8,Q,J,J,
26/04/2017,35510,10,8,A,7,
27/04/2017,35511,A,A,A,J,
27/04/2017,35512,J,7,Q,J,
27/04/2017,35513,7,10,9,Q,
27/04/2017,35514,Q,8,A,A,
27/04/2017,35515,9,7,9,10,
27/04/2017,35516,J,7,9,A,
27/04/2017,35517,A,8,7,7,
28/04/2017,35518,9,8,8,8,
28/04/2017,35519,K,K,Q,10,
28/04/2017,35520,K,7,9,K,
29/04/2017,35521,7,8,10,A,
29/04/2017,35522,Q,Q,8,Q,
30/04/2017,35523,9,A,10,A,
30/04/2017,35524,7,10,7,A,
30/04/2017,35525,A,9,J,J,
30/04/2017,35526,K,7,10,A,
01/05/2017,35527,7,K,10,10,
01/05/2017,35528,A,8,K,10,
02/05/2017,35529,9,K,A,7,
02/05/2017,35530,7,7,K,7,
03/05/2017,35531,K,K,10,K,
03/05/2017,35532,Q,9,8,A,
03/05/2017,35533,7,9,9,7,
03/05/2017,35534,9,10,10,7,
03/05/2017,35535,7,Q,8,J,
03/05/2017,35536,10,10,9,K,
03/05/2017,35537,8,A,7,Q,
04/05/2017,35538,9,7,A,9,
04/05/2017,35539,9,A,J,K,
04/05/2017,35540,Q,7,A,J,
04/05/2017,35541,J,7,7,9,
04/05/2017,35542,J,10,A,9,
04/05/2017,35543,A,Q,K,8,
04/05/2017,35544,Q,J,10,10,
05/05/2017,35545,8,K,Q,10,
05/05/2017,35546,K,9,9,10,
05/05/2017,35547,8,K,A,J,
06/05/2017,35548,Q,J,7,7,
06/05/2017,35549,7,K,K,9,
07/05/2017,35550,K,A,9,10,
07/05/2017,35551,K,K,7,J,
07/05/2017,35552,A,8,9,10,
07/05/2017,35553,Q,9,K,10,
07/05/2017,35554,9,10,J,8,
07/05/2017,35555,J,7,A,A,
07/05/2017,35556,Q,8,Q,10,
08/05/2017,35557,8,K,7,K,
08/05/2017,35558,A,K,J,K,
08/05/2017,35559,8,10,7,7,
08/05/2017,35560,K,7,10,K,
08/05/2017,35561,K,7,Q,J,
08/05/2017,35562,10,Q,A,K,
08/05/2017,35563,7,9,Q,A,
09/05/2017,35564,9,9,A,J,
09/05/2017,35565,Q,7,8,9,
09/05/2017,35566,A,J,9,K,
09/05/2017,35567,Q,9,J,A,
09/05/2017,35568,A,K,8,Q,
09/05/2017,35569,8,Q,Q,8,
09/05/2017,35570,7,8,9,7,
10/05/2017,35571,9,K,10,A,
10/05/2017,35572,9,8,10,J,
10/05/2017,35573,J,10,10,8,
10/05/2017,35574,10,J,Q,7,
10/05/2017,35575,9,10,A,J,
10/05/2017,35576,8,Q,K,10,
10/05/2017,35577,K,Q,8,7,
11/05/2017,35578,8,Q,Q,J,
11/05/2017,35579,K,7,9,K,
11/05/2017,35580,A,9,10,J,
11/05/2017,35581,Q,8,A,Q,
11/05/2017,35582,Q,8,Q,10,
11/05/2017,35583,K,10,7,9,
11/05/2017,35584,Q,Q,8,A,
12/05/2017,35585,K,7,K,9,
12/05/2017,35586,K,9,J,J,
12/05/2017,35587,7,8,8,Q,
13/05/2017,35588,10,10,J,A,
13/05/2017,35589,8,A,7,J,
14/05/2017,35590,Q,Q,K,K,
14/05/2017,35591,Q,9,7,7,
14/05/2017,35592,8,Q,A,10,
14/05/2017,35593,8,7,J,7,
14/05/2017,35594,J,K,9,10,
14/05/2017,35595,8,A,9,10,
14/05/2017,35596,7,A,K,A,
15/05/2017,35597,10,9,10,A,
15/05/2017,35598,Q,10,A,A,
15/05/2017,35599,J,Q,9,8,
15/05/2017,35600,7,K,8,Q,
15/05/2017,35601,8,J,7,J,
15/05/2017,35602,A,J,9,10,
15/05/2017,35603,7,7,J,7,
16/05/2017,35604,7,J,Q,K,
16/05/2017,35605,9,7,10,8,
16/05/2017,35606,J,A,8,8,
16/05/2017,35607,A,10,10,7,
16/05/2017,35608,J,J,8,J,
16/05/2017,35609,Q,K,J,7,
16/05/2017,35610,J,A,7,9,
17/05/2017,35611,Q,K,Q,Q,
17/05/2017,35612,10,J,8,K,
17/05/2017,35613,9,8,K,Q,
17/05/2017,35614,K,9,A,J,
17/05/2017,35615,Q,Q,K,A,
17/05/2017,35616,9,10,7,8,
17/05/2017,35617,7,10,7,10,
18/05/2017,35618,8,Q,7,7,
18/05/2017,35619,7,J,10,10,
18/05/2017,35620,7,9,7,10,
18/05/2017,35621,K,10,10,10,
18/05/2017,35622,8,Q,7,A,
18/05/2017,35623,8,K,7,7,
18/05/2017,35624,K,Q,A,A,
19/05/2017,35625,K,10,8,10,
19/05/2017,35626,J,J,K,J,
19/05/2017,35627,A,7,9,Q,
20/05/2017,35628,8,Q,K,10,
20/05/2017,35629,K,9,10,10,
21/05/2017,35630,Q,A,Q,9,
21/05/2017,35631,10,Q,A,K,
21/05/2017,35632,Q,A,7,A,
21/05/2017,35633,10,A,7,Q,
21/05/2017,35634,J,J,8,9,
21/05/2017,35635,J,7,J,9,
21/05/2017,35636,A,K,A,Q,
22/05/2017,35637,8,8,7,8,
22/05/2017,35638,Q,7,K,J,
22/05/2017,35639,Q,10,7,J,
22/05/2017,35640,A,8,A,9,
22/05/2017,35641,J,8,7,9,
22/05/2017,35642,J,7,10,9,
22/05/2017,35643,8,8,A,8,
23/05/2017,35644,9,10,J,K,
23/05/2017,35645,K,7,K,10,
23/05/2017,35646,7,10,8,7,
23/05/2017,35647,Q,10,10,7,
23/05/2017,35648,10,8,8,8,
23/05/2017,35649,A,7,8,J,
23/05/2017,35650,J,10,10,Q,
24/05/2017,35651,J,K,9,A,
24/05/2017,35652,8,A,Q,9,
24/05/2017,35653,A,9,8,K,
24/05/2017,35654,8,10,K,10,
24/05/2017,35655,K,A,Q,8,
24/05/2017,35656,Q,Q,K,K,
24/05/2017,35657,A,9,10,A,
25/05/2017,35658,8,9,K,7,
25/05/2017,35659,K,J,K,7,
25/05/2017,35660,9,9,A,K,
25/05/2017,35661,Q,7,9,8,
25/05/2017,35662,7,J,A,9,
25/05/2017,35663,Q,7,K,8,
25/05/2017,35664,7,8,A,9,
26/05/2017,35665,9,7,8,8,
26/05/2017,35666,J,A,8,7,
26/05/2017,35667,8,8,K,A,
27/05/2017,35668,K,A,9,7,
27/05/2017,35669,A,J,10,9,
28/05/2017,35670,9,9,7,9,
28/05/2017,35671,J,8,A,8,
28/05/2017,35672,K,7,A,8,
28/05/2017,35673,7,Q,9,7,
28/05/2017,35674,Q,7,9,10,
28/05/2017,35675,K,10,K,7,
28/05/2017,35676,Q,A,9,K,
29/05/2017,35677,K,J,9,10,
29/05/2017,35678,7,A,9,Q,
29/05/2017,35679,Q,8,A,A,
29/05/2017,35680,10,K,8,Q,
29/05/2017,35681,J,Q,K,9,
29/05/2017,35682,A,8,9,K,
29/05/2017,35683,K,9,K,7,
30/05/2017,35684,8,7,8,9,
30/05/2017,35685,10,8,7,7,
30/05/2017,35686,J,10,J,K,
31/05/2017,35687,J,9,8,A,
31/05/2017,35688,K,9,J,8,
01/06/2017,35689,K,10,10,J,
01/06/2017,35690,J,8,A,A,
01/06/2017,35691,7,A,7,9,
01/06/2017,35692,8,7,10,10,
01/06/2017,35693,Q,Q,10,K,
01/06/2017,35694,Q,A,A,10,
01/06/2017,35695,K,K,K,K,
02/06/2017,35696,8,K,7,A,
02/06/2017,35697,10,8,9,A,
02/06/2017,35698,8,A,J,J,
03/06/2017,35699,10,Q,A,7,
03/06/2017,35700,Q,10,7,8,
04/06/2017,35701,8,Q,9,9,
04/06/2017,35702,J,A,10,8,
04/06/2017,35703,9,K,10,10,
04/06/2017,35704,10,7,10,Q,
04/06/2017,35705,9,A,Q,J,
04/06/2017,35706,9,A,Q,K,
04/06/2017,35707,K,8,7,9,
05/06/2017,35708,9,8,7,A,
05/06/2017,35709,Q,J,K,10,
05/06/2017,35710,7,7,10,Q,
05/06/2017,35711,10,10,K,8,
05/06/2017,35712,8,10,K,A,
05/06/2017,35713,10,K,Q,10,
05/06/2017,35714,8,8,8,Q,
06/06/2017,35715,7,9,10,A,
06/06/2017,35716,9,8,Q,K,
06/06/2017,35717,10,K,7,10,
06/06/2017,35718,9,8,J,9,
06/06/2017,35719,K,10,J,7,
06/06/2017,35720,K,A,Q,Q,
06/06/2017,35721,J,9,A,Q,
07/06/2017,35722,A,7,Q,Q,
07/06/2017,35723,8,8,9,7,
07/06/2017,35724,J,9,K,9,
07/06/2017,35725,9,Q,10,J,
07/06/2017,35726,K,9,J,Q,
07/06/2017,35727,10,Q,J,8,
07/06/2017,35728,Q,Q,9,8,
08/06/2017,35729,9,J,A,A,
08/06/2017,35730,7,8,A,8,
08/06/2017,35731,K,9,9,A,
08/06/2017,35732,J,10,K,10,
08/06/2017,35733,J,K,9,8,
08/06/2017,35734,8,A,7,Q,
08/06/2017,35735,7,K,7,K,
09/06/2017,35736,Q,7,10,A,
09/06/2017,35737,8,7,8,9,
09/06/2017,35738,7,10,9,10,
10/06/2017,35739,K,7,Q,7,
10/06/2017,35740,J,7,K,10,
11/06/2017,35741,Q,K,J,Q,
11/06/2017,35742,Q,Q,A,9,
11/06/2017,35743,J,K,7,8,
11/06/2017,35744,Q,Q,Q,7,
11/06/2017,35745,K,A,Q,9,
11/06/2017,35746,A,K,A,10,
11/06/2017,35747,Q,10,10,A,
12/06/2017,35748,K,7,K,10,
12/06/2017,35749,7,8,9,K,
12/06/2017,35750,Q,7,Q,Q,
12/06/2017,35751,J,K,A,A,
12/06/2017,35752,9,10,8,8,
12/06/2017,35753,9,Q,10,J,
12/06/2017,35754,J,Q,J,8,
13/06/2017,35755,K,J,Q,7,
13/06/2017,35756,8,10,9,8,
13/06/2017,35757,9,7,7,A,
13/06/2017,35758,7,Q,Q,7,
13/06/2017,35759,K,K,K,7,
13/06/2017,35760,10,8,A,Q,
13/06/2017,35761,J,9,9,9,
14/06/2017,35762,A,8,9,J,
14/06/2017,35763,A,K,Q,Q,
14/06/2017,35764,K,7,A,K,
14/06/2017,35765,K,Q,J,7,
14/06/2017,35766,J,Q,A,8,
14/06/2017,35767,A,9,8,10,
14/06/2017,35768,10,A,K,9,
15/06/2017,35769,7,10,7,10,
15/06/2017,35770,10,K,A,K,
15/06/2017,35771,K,A,7,7,
15/06/2017,35772,8,9,7,8,
15/06/2017,35773,9,8,10,K,
15/06/2017,35774,A,K,7,10,
15/06/2017,35775,8,A,10,A,
16/06/2017,35776,Q,K,A,9,
16/06/2017,35777,7,10,10,10,
16/06/2017,35778,J,J,10,9,
17/06/2017,35779,7,A,7,8,
17/06/2017,35780,7,A,K,K,
18/06/2017,35781,7,K,Q,K,
18/06/2017,35782,J,7,9,9,
18/06/2017,35783,A,Q,8,10,
18/06/2017,35784,J,A,10,Q,
18/06/2017,35785,8,9,10,J,
18/06/2017,35786,8,7,K,8,
18/06/2017,35787,J,K,9,J,
19/06/2017,35788,9,7,10,J,
19/06/2017,35789,A,8,A,J,
19/06/2017,35790,7,7,Q,J,
19/06/2017,35791,J,A,A,A,
19/06/2017,35792,10,A,8,9,
19/06/2017,35793,J,8,10,8,
19/06/2017,35794,J,K,Q,Q,
20/06/2017,35795,9,A,9,9,
20/06/2017,35796,J,K,8,7,
20/06/2017,35797,J,A,Q,8,
20/06/2017,35798,J,Q,J,7,
20/06/2017,35799,8,K,10,K,
20/06/2017,35800,7,7,Q,10,
20/06/2017,35801,A,K,A,10,
21/06/2017,35802,Q,A,8,7,
21/06/2017,35803,7,9,9,9,
21/06/2017,35804,7,A,Q,10,
21/06/2017,35805,7,K,Q,7,
21/06/2017,35806,A,J,9,Q,
21/06/2017,35807,9,J,9,K,
21/06/2017,35808,9,8,7,A,
22/06/2017,35809,8,J,7,9,
22/06/2017,35810,A,8,Q,9,
22/06/2017,35811,K,9,8,Q,
22/06/2017,35812,Q,A,K,K,
22/06/2017,35813,A,K,9,9,
22/06/2017,35814,8,K,K,9,
22/06/2017,35815,A,A,J,K,
23/06/2017,35816,K,10,9,J,
23/06/2017,35817,9,7,9,8,
23/06/2017,35818,A,K,8,K,
24/06/2017,35819,K,A,9,K,
24/06/2017,35820,J,9,J,9,
25/06/2017,35821,8,J,J,10,
25/06/2017,35822,A,J,J,A,
25/06/2017,35823,Q,10,K,8,
25/06/2017,35824,J,8,9,10,
25/06/2017,35825,J,8,A,7,
25/06/2017,35826,A,A,A,J,
25/06/2017,35827,J,7,8,10,
26/06/2017,35828,A,9,J,J,
26/06/2017,35829,A,8,J,J,
26/06/2017,35830,A,Q,9,9,
26/06/2017,35831,A,9,9,A,
26/06/2017,35832,Q,A,K,J,
26/06/2017,35833,7,7,K,7,
26/06/2017,35834,7,8,10,J,
27/06/2017,35835,10,K,8,A,
27/06/2017,35836,7,K,A,7,
27/06/2017,35837,8,10,7,9,
27/06/2017,35838,10,J,9,8,
27/06/2017,35839,7,9,K,J,
27/06/2017,35840,J,A,10,J,
27/06/2017,35841,9,A,8,7,
28/06/2017,35842,7,A,10,Q,
28/06/2017,35843,J,J,K,J,
28/06/2017,35844,K,Q,J,10,
28/06/2017,35845,J,9,J,K,
28/06/2017,35846,8,Q,9,A,
28/06/2017,35847,8,A,J,Q,
28/06/2017,35848,J,10,8,7,
29/06/2017,35849,9,K,8,Q,
29/06/2017,35850,9,A,10,K,
29/06/2017,35851,10,J,9,A,
29/06/2017,35852,7,9,8,A,
29/06/2017,35853,10,9,Q,A,
29/06/2017,35854,A,Q,8,K,
29/06/2017,35855,10,7,Q,A,
30/06/2017,35856,J,A,7,K,
30/06/2017,35857,7,K,9,10,
30/06/2017,35858,9,J,9,K,
01/07/2017,35859,10,9,9,Q,
01/07/2017,35860,Q,8,J,Q,
02/07/2017,35861,J,K,7,K,
02/07/2017,35862,9,K,K,Q,
02/07/2017,35863,7,J,8,7,
02/07/2017,35864,7,Q,K,Q,
02/07/2017,35865,A,Q,J,K,
02/07/2017,35866,K,10,K,8,
02/07/2017,35867,J,J,J,Q,
